	index	user	waktu	Sentimen	lokasi	komentar	clean	tokenize	slankword	stopword	stemming
32	32	Rachmat Nursutji	2 tahun lalu	Negatif	air terjun teroan	Air terjun toroan adalan wisata alam Madura yg sangat bagus, namun masih sangat memerlukan sentuhan tangan pofesional dan investor utk pengembangannya yg lebih bagus lagi.	Air terjun toroan adalan wisata alam Madura yg sangat bagus namun masih sangat memerlukan sentuhan tangan pofesional dan investor utk pengembangannya yg lebih bagus lagi	['air', 'terjun', 'toroan', 'adalan', 'wisata', 'alam', 'madura', 'yg', 'sangat', 'bagus', 'namun', 'masih', 'sangat', 'memerlukan', 'sentuhan', 'tangan', 'pofesional', 'dan', 'investor', 'utk', 'pengembangannya', 'yg', 'lebih', 'bagus', 'lagi']	['air', 'terjun', 'toroan', 'adalan', 'wisata', 'alam', 'madura', 'yang', 'sangat', 'bagus', 'namun', 'masih', 'sangat', 'memerlukan', 'sentuhan', 'tangan', 'pofesional', 'dan', 'investor', 'untuk', 'pengembangannya', 'yang', 'lebih', 'bagus', 'lagi']	['air', 'terjun', 'toroan', 'adalan', 'wisata', 'alam', 'madura', 'bagus', 'sentuhan', 'tangan', 'pofesional', 'investor', 'pengembangannya', 'bagus']	['air', 'terjun', 'toro', 'adalan', 'wisata', 'alam', 'madura', 'bagus', 'sentuh', 'tangan', 'pofesional', 'investor', 'kembang', 'bagus']
33	33	Yulis Juwaidi	2 tahun lalu	Positif	air terjun teroan	Bagus buat selfi alami dgn latar airterjun yg keren. Jangan berenang krn dalam sekali	Bagus buat selfi alami dgn latar airterjun yg keren Jangan berenang krn dalam sekali	['bagus', 'buat', 'selfi', 'alami', 'dgn', 'latar', 'airterjun', 'yg', 'keren', 'jangan', 'berenang', 'krn', 'dalam', 'sekali']	['bagus', 'buat', 'selfi', 'alami', 'dengan', 'latar', 'airterjun', 'yang', 'keren', 'jangan', 'berenang', 'karena', 'dalam', 'sekali']	['bagus', 'selfi', 'alami', 'latar', 'airterjun', 'keren', 'berenang']	['bagus', 'selfi', 'alami', 'latar', 'airterjun', 'keren', 'renang']
34	34	Putut Sugiharto	2 tahun lalu	Negatif	air terjun teroan	"View nya indah menawan ...
Sayang kurang perawatan .....
Berharap kedepannya air terjun Toroan ini dirawat dengan baik,oleh pemkab maupun  swasta asli daerah."	View nya indah menawan Sayang kurang perawatan Berharap kedepannya air terjun Toroan ini dirawat dengan baikoleh pemkab maupun swasta asli daerah	['view', 'nya', 'indah', 'menawan', 'sayang', 'kurang', 'perawatan', 'berharap', 'kedepannya', 'air', 'terjun', 'toroan', 'ini', 'dirawat', 'dengan', 'baikoleh', 'pemkab', 'maupun', 'swasta', 'asli', 'daerah']	['view', 'nya', 'indah', 'menawan', 'sayang', 'kurang', 'perawatan', 'berharap', 'kedepannya', 'air', 'terjun', 'toroan', 'ini', 'dirawat', 'dengan', 'baikoleh', 'pemkab', 'maupun', 'swasta', 'asli', 'daerah']	['view', 'indah', 'menawan', 'sayang', 'perawatan', 'berharap', 'kedepannya', 'air', 'terjun', 'toroan', 'dirawat', 'baikoleh', 'pemkab', 'swasta', 'asli', 'daerah']	['view', 'indah', 'tawan', 'sayang', 'awat', 'harap', 'depan', 'air', 'terjun', 'toro', 'rawat', 'baikoleh', 'pemkab', 'swasta', 'asli', 'daerah']
35	35	Kang Dyne	2 tahun lalu	Negatif	air terjun teroan	Bagus viewnya, sayang sedikit kebersihan air dan pantainya kurang terjaga.	Bagus viewnya sayang sedikit kebersihan air dan pantainya kurang terjaga	['bagus', 'viewnya', 'sayang', 'sedikit', 'kebersihan', 'air', 'dan', 'pantainya', 'kurang', 'terjaga']	['bagus', 'viewnya', 'sayang', 'sedikit', 'kebersihan', 'air', 'dan', 'pantainya', 'kurang', 'terjaga']	['bagus', 'viewnya', 'sayang', 'kebersihan', 'air', 'pantainya', 'terjaga']	['bagus', 'viewnya', 'sayang', 'bersih', 'air', 'pantai', 'jaga']
36	36	Echa Ayesha	2 tahun lalu	Negatif	air terjun teroan	Harusnya bisa lebih bagus & menarik sayangnya banyak sampah di pantai & air terjunnya	Harusnya bisa lebih bagus menarik sayangnya banyak sampah di pantai air terjunnya	['harusnya', 'bisa', 'lebih', 'bagus', 'menarik', 'sayangnya', 'banyak', 'sampah', 'di', 'pantai', 'air', 'terjunnya']	['harusnya', 'bisa', 'lebih', 'bagus', 'menarik', 'sayangnya', 'banyak', 'sampah', 'di', 'pantai', 'air', 'terjunnya']	['bagus', 'menarik', 'sayangnya', 'sampah', 'pantai', 'air', 'terjunnya']	['bagus', 'tarik', 'sayang', 'sampah', 'pantai', 'air', 'terjun']
37	37	Muhyi S	2 tahun lalu	Positif	air terjun teroan	Panoramanya bagus,  perlu kreativitas utk penambahan area di pantai dan penambahan fasilitas	Panoramanya bagus perlu kreativitas utk penambahan area di pantai dan penambahan fasilitas	['panoramanya', 'bagus', 'perlu', 'kreativitas', 'utk', 'penambahan', 'area', 'di', 'pantai', 'dan', 'penambahan', 'fasilitas']	['panoramanya', 'bagus', 'perlu', 'kreativitas', 'untuk', 'penambahan', 'area', 'di', 'pantai', 'dan', 'penambahan', 'fasilitas']	['panoramanya', 'bagus', 'kreativitas', 'penambahan', 'area', 'pantai', 'penambahan', 'fasilitas']	['panorama', 'bagus', 'kreativitas', 'tambah', 'area', 'pantai', 'tambah', 'fasilitas']
38	38	arif wahyuono	2 tahun lalu	Positif	air terjun teroan	Bagus banget buat spot foto instagram. Obyeknya bagus & unik	Bagus banget buat spot foto instagram Obyeknya bagus unik	['bagus', 'banget', 'buat', 'spot', 'foto', 'instagram', 'obyeknya', 'bagus', 'unik']	['bagus', 'banget', 'buat', 'spot', 'foto', 'instagram', 'obyeknya', 'bagus', 'unik']	['bagus', 'banget', 'spot', 'foto', 'instagram', 'obyeknya', 'bagus', 'unik']	['bagus', 'banget', 'spot', 'foto', 'instagram', 'obyek', 'bagus', 'unik']
39	39	Rara Pratiwi	2 tahun lalu	Positif	air terjun teroan	Bagus langsung menjorok ke lautan	Bagus langsung menjorok ke lautan	['bagus', 'langsung', 'menjorok', 'ke', 'lautan']	['bagus', 'langsung', 'menjorok', 'ke', 'lautan']	['bagus', 'langsung', 'menjorok', 'lautan']	['bagus', 'langsung', 'jorok', 'laut']
40	40	Nikmatul Izza	2 tahun lalu	Positif	air terjun teroan	Cukup bagus, bisa untuk tempat foto prewedding.	Cukup bagus bisa untuk tempat foto prewedding	['cukup', 'bagus', 'bisa', 'untuk', 'tempat', 'foto', 'prewedding']	['cukup', 'bagus', 'bisa', 'untuk', 'tempat', 'foto', 'prewedding']	['bagus', 'foto', 'prewedding']	['bagus', 'foto', 'prewedding']
41	41	Mift Zaman	2 tahun lalu	Positif	air terjun teroan	Akan terasa lebih indah ketika menjelang matahari terbenam.	Akan terasa lebih indah ketika menjelang matahari terbenam	['akan', 'terasa', 'lebih', 'indah', 'ketika', 'menjelang', 'matahari', 'terbenam']	['akan', 'terasa', 'lebih', 'indah', 'ketika', 'menjelang', 'matahari', 'terbenam']	['indah', 'menjelang', 'matahari', 'terbenam']	['indah', 'jelang', 'matahari', 'benam']
42	42	Amar Amhar	2 tahun lalu	Positif	air terjun teroan	"Cantik ... eksotis
Air terjun air tawar langsung didepan ombak pantai..."	Cantik eksotisAir terjun air tawar langsung didepan ombak pantai	['cantik', 'eksotisair', 'terjun', 'air', 'tawar', 'langsung', 'didepan', 'ombak', 'pantai']	['cantik', 'eksotisair', 'terjun', 'air', 'tawar', 'langsung', 'didepan', 'ombak', 'pantai']	['cantik', 'eksotisair', 'terjun', 'air', 'tawar', 'langsung', 'didepan', 'ombak', 'pantai']	['cantik', 'eksotisair', 'terjun', 'air', 'tawar', 'langsung', 'depan', 'ombak', 'pantai']
43	43	Afandy Achmad	2 tahun lalu	Positif	air terjun teroan	Keindahan air terjun yang mengalirr , so beautyfull	Keindahan air terjun yang mengalirr so beautyfull	['keindahan', 'air', 'terjun', 'yang', 'mengalirr', 'so', 'beautyfull']	['keindahan', 'air', 'terjun', 'yang', 'mengalirr', 'sok', 'beautyfull']	['keindahan', 'air', 'terjun', 'mengalirr', 'sok', 'beautyfull']	['indah', 'air', 'terjun', 'mengalirr', 'sok', 'beautyfull']
44	44	Golek Duit Channel	2 tahun lalu	Positif	air terjun teroan	Bagus	Bagus	['bagus']	['bagus']	['bagus']	['bagus']
45	45	Hairin Maliu	2 tahun lalu	Positif	air terjun teroan	Bagus musim kemarau airnya bening	Bagus musim kemarau airnya bening	['bagus', 'musim', 'kemarau', 'airnya', 'bening']	['bagus', 'musim', 'kemarau', 'airnya', 'bening']	['bagus', 'musim', 'kemarau', 'airnya', 'bening']	['bagus', 'musim', 'kemarau', 'air', 'bening']
46	46	Arifin Suqpin	2 tahun lalu	Positif	air terjun teroan	pemandangan lautnya jg bagus	pemandangan lautnya jg bagus	['pemandangan', 'lautnya', 'jg', 'bagus']	['pemandangan', 'lautnya', 'juga', 'bagus']	['pemandangan', 'lautnya', 'bagus']	['pandang', 'laut', 'bagus']
47	47	Penjelajah Channel Sampah	2 tahun lalu	Positif	air terjun teroan	Objek wisata yg sangat keren	Objek wisata yg sangat keren	['objek', 'wisata', 'yg', 'sangat', 'keren']	['objek', 'wisata', 'yang', 'sangat', 'keren']	['objek', 'wisata', 'keren']	['objek', 'wisata', 'keren']
48	48	Dent mrrengiz Dani Dorez 217	2 tahun lalu	Positif	air terjun teroan	Pemandangannya indah sekali?? ?	Pemandangannya indah sekali	['pemandangannya', 'indah', 'sekali']	['pemandangannya', 'indah', 'sekali']	['pemandangannya', 'indah']	['pandang', 'indah']
49	49	Ferri Indra	2 tahun lalu	Positif	air terjun teroan	Bagus pemandangan nya	Bagus pemandangan nya	['bagus', 'pemandangan', 'nya']	['bagus', 'pemandangan', 'nya']	['bagus', 'pemandangan']	['bagus', 'pandang']
50	50	Hoirul Anwar	2 tahun lalu	Positif	air terjun teroan	Indah	Indah	['indah']	['indah']	['indah']	['indah']
51	51	Yuni _Ayu	2 tahun lalu	Positif	air terjun teroan	"Murah meriah
Malah kadang gratis"	Murah meriahMalah kadang gratis	['murah', 'meriahmalah', 'kadang', 'gratis']	['murah', 'meriahmalah', 'kadang', 'gratis']	['murah', 'meriahmalah', 'kadang', 'gratis']	['murah', 'meriahmalah', 'kadang', 'gratis']
52	52	Zain Zikakito	2 tahun lalu	Positif	air terjun teroan	Bagus pemandangannya	Bagus pemandangannya	['bagus', 'pemandangannya']	['bagus', 'pemandangannya']	['bagus', 'pemandangannya']	['bagus', 'pandang']
53	53	Nia Happy-Happy Official	2 tahun lalu	Positif	air terjun teroan	Bagus sayang jauh	Bagus sayang jauh	['bagus', 'sayang', 'jauh']	['bagus', 'sayang', 'jauh']	['bagus', 'sayang']	['bagus', 'sayang']
54	54	Zainur Ridho	2 tahun lalu	Positif	air terjun teroan	Keren Pokoknya... ?? ?	Keren Pokoknya	['keren', 'pokoknya']	['keren', 'pokoknya']	['keren', 'pokoknya']	['keren', 'pokok']
55	55	STORIES_REAL POPULERS	2 tahun lalu	Positif	air terjun teroan	Bagus	Bagus	['bagus']	['bagus']	['bagus']	['bagus']
56	56	Gundul Pacul	2 tahun lalu	Positif	air terjun teroan	Keren	Keren	['keren']	['keren']	['keren']	['keren']
57	57	eny subroto	2 tahun lalu	Positif	air terjun teroan	Indah banget	Indah banget	['indah', 'banget']	['indah', 'banget']	['indah', 'banget']	['indah', 'banget']
58	58	kun setiyono	2 tahun lalu	Positif	air terjun teroan	Bagus	Bagus	['bagus']	['bagus']	['bagus']	['bagus']
59	59	Joni virnanto	2 tahun lalu	Positif	air terjun teroan	Indah	Indah	['indah']	['indah']	['indah']	['indah']
60	60	Suhartono Bee	2 tahun lalu	Positif	air terjun teroan	Pemandangan yang indah	Pemandangan yang indah	['pemandangan', 'yang', 'indah']	['pemandangan', 'yang', 'indah']	['pemandangan', 'indah']	['pandang', 'indah']
61	61	Green Bohlam	2 tahun lalu	Positif	air terjun teroan	Bagus	Bagus	['bagus']	['bagus']	['bagus']	['bagus']
62	62	Oonk Louis	2 tahun lalu	Positif	air terjun teroan	Bagus	Bagus	['bagus']	['bagus']	['bagus']	['bagus']
63	63	Madura Update	2 tahun lalu	Positif	air terjun teroan	Tempat yang indah	Tempat yang indah	['tempat', 'yang', 'indah']	['tempat', 'yang', 'indah']	['indah']	['indah']
64	64	Azraa Vaey	2 tahun lalu	Positif	air terjun teroan	Strategis dan cantik	Strategis dan cantik	['strategis', 'dan', 'cantik']	['strategis', 'dan', 'cantik']	['strategis', 'cantik']	['strategis', 'cantik']
65	65	Dyan Fatah	2 tahun lalu	Negatif	air terjun teroan	Pemandangan bagus, masih alami. Perlu lebih banyak mengelola untuk membuat yang terbaik	Pemandangan bagus masih alami Perlu lebih banyak mengelola untuk membuat yang terbaik	['pemandangan', 'bagus', 'masih', 'alami', 'perlu', 'lebih', 'banyak', 'mengelola', 'untuk', 'membuat', 'yang', 'terbaik']	['pemandangan', 'bagus', 'masih', 'alami', 'perlu', 'lebih', 'banyak', 'mengelola', 'untuk', 'membuat', 'yang', 'terbaik']	['pemandangan', 'bagus', 'alami', 'mengelola', 'terbaik']	['pandang', 'bagus', 'alami', 'kelola', 'baik']
66	66	Soffian Joyopranoto	2 tahun lalu	Positif	air terjun teroan	Pemandangan bagus saat Matahari berada di Utara	Pemandangan bagus saat Matahari berada di Utara	['pemandangan', 'bagus', 'saat', 'matahari', 'berada', 'di', 'utara']	['pemandangan', 'bagus', 'saat', 'matahari', 'berada', 'di', 'utara']	['pemandangan', 'bagus', 'matahari', 'utara']	['pandang', 'bagus', 'matahari', 'utara']
67	67	S Nowo El Mahdy	2 tahun lalu	Positif	air terjun teroan	"Dulu lumayan sering ke sini.
Salah satu destinasi paling favorit kalau hendak hunting foto landscape di Pulau Madura. ?"	Dulu lumayan sering ke siniSalah satu destinasi paling favorit kalau hendak hunting foto landscape di Pulau Madura	['dulu', 'lumayan', 'sering', 'ke', 'sinisalah', 'satu', 'destinasi', 'paling', 'favorit', 'kalau', 'hendak', 'hunting', 'foto', 'landscape', 'di', 'pulau', 'madura']	['dulu', 'lumayan', 'sering', 'ke', 'sinisalah', 'satu', 'destinasi', 'paling', 'favorit', 'kalau', 'hendak', 'hunting', 'foto', 'landscape', 'di', 'pulau', 'madura']	['lumayan', 'sinisalah', 'destinasi', 'favorit', 'hunting', 'foto', 'landscape', 'pulau', 'madura']	['lumayan', 'sisa', 'destinasi', 'favorit', 'hunting', 'foto', 'landscape', 'pulau', 'madura']
68	68	Nur Azizah	2 tahun lalu	Negatif	air terjun teroan	"25-10-2021
Tiket masuk 5rb/orang, anak2 free
Batu karang nya sampai hampir ke tengah, air sekitar air terjun agak keruh, tp ?"	Tiket masuk rborang anak freeBatu karang nya sampai hampir ke tengah air sekitar air terjun agak keruh tp	['tiket', 'masuk', 'rborang', 'anak', 'freebatu', 'karang', 'nya', 'sampai', 'hampir', 'ke', 'tengah', 'air', 'sekitar', 'air', 'terjun', 'agak', 'keruh', 'tp']	['tiket', 'masuk', 'rborang', 'anak', 'freebatu', 'karang', 'nya', 'sampai', 'hampir', 'ke', 'tengah', 'air', 'sekitar', 'air', 'terjun', 'agak', 'keruh', 'tapi']	['tiket', 'masuk', 'rborang', 'anak', 'freebatu', 'karang', 'air', 'air', 'terjun', 'keruh']	['tiket', 'masuk', 'rborang', 'anak', 'freebatu', 'karang', 'air', 'air', 'terjun', 'keruh']
69	69	asan vagez	2 tahun lalu	Negatif	air terjun teroan	"Sengkok oreng ketapang cong.. dus nodusih

Sangat TIDAK rekomendasi,. ?"	Sengkok oreng ketapang cong dus nodusihSangat TIDAK rekomendasi	['sengkok', 'oreng', 'ketapang', 'cong', 'dus', 'nodusihsangat', 'tidak', 'rekomendasi']	['sengkok', 'oreng', 'ketapang', 'cong', 'dus', 'nodusihsangat', 'tidak', 'rekomendasi']	['sengkok', 'oreng', 'ketapang', 'cong', 'dus', 'nodusihsangat', 'rekomendasi']	['sengkok', 'oreng', 'ketapang', 'cong', 'dus', 'nodusihsangat', 'rekomendasi']
70	70	Waskitho Wee	2 tahun lalu	Negatif	air terjun teroan	"Secara pemandangan, air terjun ini biasa saja sebenarnya, aku bahkan meragukan kata ""air terjun"" karena tingginya yang cuma beberapa meter saja. Jalan sebentar dari parkiran dan air terjun langsung terlihat, gak butuh treking panjang. ?"	Secara pemandangan air terjun ini biasa saja sebenarnya aku bahkan meragukan kata air terjun karena tingginya yang cuma beberapa meter saja Jalan sebentar dari parkiran dan air terjun langsung terlihat gak butuh treking panjang	['secara', 'pemandangan', 'air', 'terjun', 'ini', 'biasa', 'saja', 'sebenarnya', 'aku', 'bahkan', 'meragukan', 'kata', 'air', 'terjun', 'karena', 'tingginya', 'yang', 'cuma', 'beberapa', 'meter', 'saja', 'jalan', 'sebentar', 'dari', 'parkiran', 'dan', 'air', 'terjun', 'langsung', 'terlihat', 'gak', 'butuh', 'treking', 'panjang']	['secara', 'pemandangan', 'air', 'terjun', 'ini', 'biasa', 'saja', 'sebenarnya', 'aku', 'bahkan', 'meragukan', 'kata', 'air', 'terjun', 'karena', 'tingginya', 'yang', 'cuma', 'beberapa', 'meter', 'saja', 'jalan', 'sebentar', 'dari', 'parkiran', 'dan', 'air', 'terjun', 'langsung', 'terlihat', 'enggak', 'butuh', 'treking', 'panjang']	['pemandangan', 'air', 'terjun', 'meragukan', 'air', 'terjun', 'tingginya', 'meter', 'jalan', 'sebentar', 'parkiran', 'air', 'terjun', 'langsung', 'butuh', 'treking']	['pandang', 'air', 'terjun', 'ragu', 'air', 'terjun', 'tinggi', 'meter', 'jalan', 'sebentar', 'parkir', 'air', 'terjun', 'langsung', 'butuh', 'treking']
71	71	Nur Fadilah	2 tahun lalu	Positif	air terjun teroan	Tempatnya nyaman, banyak spot foto nya juga ada tempat parkir buat mobil juga, dan ketika masuk harus turun tangga dulu kaya destinasi wisata biasanya yaaa ???? ?	Tempatnya nyaman banyak spot foto nya juga ada tempat parkir buat mobil juga dan ketika masuk harus turun tangga dulu kaya destinasi wisata biasanya yaaa	['tempatnya', 'nyaman', 'banyak', 'spot', 'foto', 'nya', 'juga', 'ada', 'tempat', 'parkir', 'buat', 'mobil', 'juga', 'dan', 'ketika', 'masuk', 'harus', 'turun', 'tangga', 'dulu', 'kaya', 'destinasi', 'wisata', 'biasanya', 'yaaa']	['tempatnya', 'nyaman', 'banyak', 'spot', 'foto', 'nya', 'juga', 'ada', 'tempat', 'parkir', 'buat', 'mobil', 'juga', 'dan', 'ketika', 'masuk', 'harus', 'turun', 'tangga', 'dulu', 'kayak', 'destinasi', 'wisata', 'biasanya', 'ya']	['tempatnya', 'nyaman', 'spot', 'foto', 'parkir', 'mobil', 'masuk', 'turun', 'tangga', 'kayak', 'destinasi', 'wisata']	['tempat', 'nyaman', 'spot', 'foto', 'parkir', 'mobil', 'masuk', 'turun', 'tangga', 'kayak', 'destinasi', 'wisata']
72	72	Adhitya Sanjaya	2 tahun lalu	Positif	air terjun teroan	Sudah di kelola dg baik dan bisa jd rujuan wisata anda. Ini adalah hasil gambar yg sy ambil secara pribadi saat bwrkunjung kesini	Sudah di kelola dg baik dan bisa jd rujuan wisata anda Ini adalah hasil gambar yg sy ambil secara pribadi saat bwrkunjung kesini	['sudah', 'di', 'kelola', 'dg', 'baik', 'dan', 'bisa', 'jd', 'rujuan', 'wisata', 'anda', 'ini', 'adalah', 'hasil', 'gambar', 'yg', 'sy', 'ambil', 'secara', 'pribadi', 'saat', 'bwrkunjung', 'kesini']	['sudah', 'di', 'kelola', 'dengan', 'baik', 'dan', 'bisa', 'jadi', 'rujuan', 'wisata', 'anda', 'ini', 'adalah', 'hasil', 'gambar', 'yang', 'saya', 'ambil', 'secara', 'pribadi', 'saat', 'bwrkunjung', 'kesini']	['kelola', 'rujuan', 'wisata', 'hasil', 'gambar', 'ambil', 'pribadi', 'bwrkunjung', 'kesini']	['kelola', 'rujuan', 'wisata', 'hasil', 'gambar', 'ambil', 'pribadi', 'bwrkunjung', 'kesini']
73	73	Hendra Surianta	2 tahun lalu	Positif	air terjun teroan	View air terjun oke, Akses dekat dengan jalan utama, fasilitas cukup oke..	View air terjun oke Akses dekat dengan jalan utama fasilitas cukup oke	['view', 'air', 'terjun', 'oke', 'akses', 'dekat', 'dengan', 'jalan', 'utama', 'fasilitas', 'cukup', 'oke']	['view', 'air', 'terjun', 'oke', 'akses', 'dekat', 'dengan', 'jalan', 'utama', 'fasilitas', 'cukup', 'oke']	['view', 'air', 'terjun', 'oke', 'akses', 'jalan', 'utama', 'fasilitas', 'oke']	['view', 'air', 'terjun', 'oke', 'akses', 'jalan', 'utama', 'fasilitas', 'oke']
74	74	Bulan Syurga	2 tahun lalu	Positif	air terjun teroan	Cocok sebagai tempat refreshing, piknik, atau tour bersama keluarga.	Cocok sebagai tempat refreshing piknik atau tour bersama keluarga	['cocok', 'sebagai', 'tempat', 'refreshing', 'piknik', 'atau', 'tour', 'bersama', 'keluarga']	['cocok', 'sebagai', 'tempat', 'refreshing', 'piknik', 'atau', 'tour', 'bersama', 'keluarga']	['cocok', 'refreshing', 'piknik', 'tour', 'keluarga']	['cocok', 'refreshing', 'piknik', 'tour', 'keluarga']
75	75	Ainum Mabruroh	2 tahun lalu	Negatif	air terjun teroan	Pas kesini aliran air terjunnya deres banget, mungkin karena lagi musim hujan ?? ?	Pas kesini aliran air terjunnya deres banget mungkin karena lagi musim hujan	['pas', 'kesini', 'aliran', 'air', 'terjunnya', 'deres', 'banget', 'mungkin', 'karena', 'lagi', 'musim', 'hujan']	['pas', 'kesini', 'aliran', 'air', 'terjunnya', 'deres', 'banget', 'mungkin', 'karena', 'lagi', 'musim', 'hujan']	['pas', 'kesini', 'aliran', 'air', 'terjunnya', 'deres', 'banget', 'musim', 'hujan']	['pas', 'kesini', 'alir', 'air', 'terjun', 'deres', 'banget', 'musim', 'hujan']
76	76	DINASTY	2 tahun lalu	Positif	air terjun teroan	Tempat parkir luas. Air terjun alami	Tempat parkir luas Air terjun alami	['tempat', 'parkir', 'luas', 'air', 'terjun', 'alami']	['tempat', 'parkir', 'luas', 'air', 'terjun', 'alami']	['parkir', 'luas', 'air', 'terjun', 'alami']	['parkir', 'luas', 'air', 'terjun', 'alami']
77	77	Zhafir Al-farezel	2 tahun lalu	Positif	air terjun teroan	"Pengambilan Foto
Dari Wisata Air Terjun Toroan???? ?"	Pengambilan FotoDari Wisata Air Terjun Toroan	['pengambilan', 'fotodari', 'wisata', 'air', 'terjun', 'toroan']	['pengambilan', 'fotodari', 'wisata', 'air', 'terjun', 'toroan']	['pengambilan', 'fotodari', 'wisata', 'air', 'terjun', 'toroan']	['ambil', 'fotodari', 'wisata', 'air', 'terjun', 'toro']
78	78	athval athoillaharamadani	2 tahun lalu	Negatif	air terjun teroan	Tukang parkirnya malak dengan dalih penitipan helm, helm hilang memang resiko sendiri. Tapi malah diringkes sama tukang parkirnya dan ditaruh pos penitipan. Jadi bayar 2500. Pemalakan dengan modus penitipan paksa. KECEWA	Tukang parkirnya malak dengan dalih penitipan helm helm hilang memang resiko sendiri Tapi malah diringkes sama tukang parkirnya dan ditaruh pos penitipan Jadi bayar  Pemalakan dengan modus penitipan paksa KECEWA	['tukang', 'parkirnya', 'malak', 'dengan', 'dalih', 'penitipan', 'helm', 'helm', 'hilang', 'memang', 'resiko', 'sendiri', 'tapi', 'malah', 'diringkes', 'sama', 'tukang', 'parkirnya', 'dan', 'ditaruh', 'pos', 'penitipan', 'jadi', 'bayar', 'pemalakan', 'dengan', 'modus', 'penitipan', 'paksa', 'kecewa']	['tukang', 'parkirnya', 'malak', 'dengan', 'dalih', 'penitipan', 'helm', 'helm', 'hilang', 'memang', 'resiko', 'sendiri', 'tapi', 'malah', 'diringkes', 'sama', 'tukang', 'parkirnya', 'dan', 'ditaruh', 'pos', 'penitipan', 'jadi', 'bayar', 'pemalakan', 'dengan', 'modus', 'penitipan', 'paksa', 'kecewa']	['tukang', 'parkirnya', 'malak', 'dalih', 'penitipan', 'helm', 'helm', 'hilang', 'resiko', 'diringkes', 'tukang', 'parkirnya', 'ditaruh', 'pos', 'penitipan', 'bayar', 'pemalakan', 'modus', 'penitipan', 'paksa', 'kecewa']	['tukang', 'parkir', 'malak', 'dalih', 'titip', 'helm', 'helm', 'hilang', 'resiko', 'diringkes', 'tukang', 'parkir', 'taruh', 'pos', 'titip', 'bayar', 'mala', 'modus', 'titip', 'paksa', 'kecewa']
