lokasi;Sentimen;komentar;clean;tokenize;normalize;stopword;stemming
Air terjun toroan;Negatif;"View nya indah menawan ...
Sayang kurang perawatan .....
Berharap kedepannya air terjun Toroan ini dirawat dengan baik,oleh pemkab maupun  swasta asli daerah.";View nya indah menawan Sayang kurang perawatan Berharap kedepannya air terjun Toroan ini dirawat dengan baik oleh pemkab maupun swasta asli daerah;['view', 'nya', 'indah', 'menawan', 'sayang', 'kurang', 'perawatan', 'berharap', 'kedepannya', 'air', 'terjun', 'toroan', 'ini', 'dirawat', 'dengan', 'baik', 'oleh', 'pemkab', 'maupun', 'swasta', 'asli', 'daerah'];['view', 'nya', 'indah', 'menawan', 'sayang', 'kurang', 'perawatan', 'berharap', 'kedepannya', 'air', 'terjun', 'toroan', 'ini', 'dirawat', 'dengan', 'baik', 'oleh', 'pemkab', 'maupun', 'swasta', 'asli', 'daerah'];['view', 'indah', 'menawan', 'sayang', 'perawatan', 'berharap', 'kedepannya', 'air', 'terjun', 'toroan', 'dirawat', 'pemkab', 'swasta', 'asli', 'daerah'];['view', 'indah', 'tawan', 'sayang', 'awat', 'harap', 'depan', 'air', 'terjun', 'toro', 'rawat', 'pemkab', 'swasta', 'asli', 'daerah']
Air terjun toroan;Negatif;Bagus viewnya, sayang sedikit kebersihan air dan pantainya kurang terjaga.;Bagus viewnya sayang sedikit kebersihan air dan pantainya kurang terjaga;['bagus', 'viewnya', 'sayang', 'sedikit', 'kebersihan', 'air', 'dan', 'pantainya', 'kurang', 'terjaga'];['bagus', 'viewnya', 'sayang', 'sedikit', 'kebersihan', 'air', 'dan', 'pantainya', 'kurang', 'terjaga'];['bagus', 'viewnya', 'sayang', 'kebersihan', 'air', 'pantainya', 'terjaga'];['bagus', 'viewnya', 'sayang', 'bersih', 'air', 'pantai', 'jaga']
Air terjun toroan;Negatif;Harusnya bisa lebih bagus & menarik sayangnya banyak sampah di pantai & air terjunnya;Harusnya bisa lebih bagus menarik sayangnya banyak sampah di pantai air terjunnya;['harusnya', 'bisa', 'lebih', 'bagus', 'menarik', 'sayangnya', 'banyak', 'sampah', 'di', 'pantai', 'air', 'terjunnya'];['harusnya', 'bisa', 'lebih', 'bagus', 'menarik', 'sayangnya', 'banyak', 'sampah', 'di', 'pantai', 'air', 'terjunnya'];['bagus', 'menarik', 'sayangnya', 'sampah', 'pantai', 'air', 'terjunnya'];['bagus', 'tarik', 'sayang', 'sampah', 'pantai', 'air', 'terjun']
Air terjun toroan;Positif;Panoramanya bagus,  perlu kreativitas utk penambahan area di pantai dan penambahan fasilitas;Panoramanya bagus perlu kreativitas utk penambahan area di pantai dan penambahan fasilitas;['panoramanya', 'bagus', 'perlu', 'kreativitas', 'utk', 'penambahan', 'area', 'di', 'pantai', 'dan', 'penambahan', 'fasilitas'];['panoramanya', 'bagus', 'perlu', 'kreativitas', 'untuk', 'penambahan', 'area', 'di', 'pantai', 'dan', 'penambahan', 'fasilitas'];['panoramanya', 'bagus', 'kreativitas', 'penambahan', 'area', 'pantai', 'penambahan', 'fasilitas'];['panorama', 'bagus', 'kreativitas', 'tambah', 'area', 'pantai', 'tambah', 'fasilitas']
Air terjun toroan;Positif;Bagus banget buat spot foto instagram. Obyeknya bagus & unik;Bagus banget buat spot foto instagram Obyeknya bagus unik;['bagus', 'banget', 'buat', 'spot', 'foto', 'instagram', 'obyeknya', 'bagus', 'unik'];['bagus', 'banget', 'buat', 'spot', 'foto', 'instagram', 'obyeknya', 'bagus', 'unik'];['bagus', 'banget', 'spot', 'foto', 'instagram', 'obyeknya', 'bagus', 'unik'];['bagus', 'banget', 'spot', 'foto', 'instagram', 'obyek', 'bagus', 'unik']
Air terjun toroan;Positif;Bagus langsung menjorok ke lautan;Bagus langsung menjorok ke lautan;['bagus', 'langsung', 'menjorok', 'ke', 'lautan'];['bagus', 'langsung', 'menjorok', 'ke', 'lautan'];['bagus', 'langsung', 'menjorok', 'lautan'];['bagus', 'langsung', 'jorok', 'laut']
Air terjun toroan;Positif;Cukup bagus, bisa untuk tempat foto prewedding.;Cukup bagus bisa untuk tempat foto prewedding;['cukup', 'bagus', 'bisa', 'untuk', 'tempat', 'foto', 'prewedding'];['cukup', 'bagus', 'bisa', 'untuk', 'tempat', 'foto', 'prewedding'];['bagus', 'foto', 'prewedding'];['bagus', 'foto', 'prewedding']
Air terjun toroan;Positif;Akan terasa lebih indah ketika menjelang matahari terbenam.;Akan terasa lebih indah ketika menjelang matahari terbenam;['akan', 'terasa', 'lebih', 'indah', 'ketika', 'menjelang', 'matahari', 'terbenam'];['akan', 'terasa', 'lebih', 'indah', 'ketika', 'menjelang', 'matahari', 'terbenam'];['indah', 'menjelang', 'matahari', 'terbenam'];['indah', 'jelang', 'matahari', 'benam']
Air terjun toroan;Positif;"Cantik ... eksotis
Air terjun air tawar langsung didepan ombak pantai...";Cantik eksotis Air terjun air tawar langsung didepan ombak pantai;['cantik', 'eksotis', 'air', 'terjun', 'air', 'tawar', 'langsung', 'didepan', 'ombak', 'pantai'];['cantik', 'eksotis', 'air', 'terjun', 'air', 'tawar', 'langsung', 'didepan', 'ombak', 'pantai'];['cantik', 'eksotis', 'air', 'terjun', 'air', 'tawar', 'langsung', 'didepan', 'ombak', 'pantai'];['cantik', 'eksotis', 'air', 'terjun', 'air', 'tawar', 'langsung', 'depan', 'ombak', 'pantai']
Air terjun toroan;Positif;Keindahan air terjun yang mengalirr , so beautyfull;Keindahan air terjun yang mengalirr so beautyfull;['keindahan', 'air', 'terjun', 'yang', 'mengalirr', 'so', 'beautyfull'];['keindahan', 'air', 'terjun', 'yang', 'mengalirr', 'sok', 'beautyfull'];['keindahan', 'air', 'terjun', 'mengalirr', 'sok', 'beautyfull'];['indah', 'air', 'terjun', 'mengalirr', 'sok', 'beautyfull']
Air terjun toroan;Positif;Bagus;Bagus;['bagus'];['bagus'];['bagus'];['bagus']
Air terjun toroan;Positif;Bagus musim kemarau airnya bening;Bagus musim kemarau airnya bening;['bagus', 'musim', 'kemarau', 'airnya', 'bening'];['bagus', 'musim', 'kemarau', 'airnya', 'bening'];['bagus', 'musim', 'kemarau', 'airnya', 'bening'];['bagus', 'musim', 'kemarau', 'air', 'bening']
Air terjun toroan;Positif;pemandangan lautnya jg bagus;pemandangan lautnya jg bagus;['pemandangan', 'lautnya', 'jg', 'bagus'];['pemandangan', 'lautnya', 'juga', 'bagus'];['pemandangan', 'lautnya', 'bagus'];['pandang', 'laut', 'bagus']
Air terjun toroan;Positif;Objek wisata yg sangat keren;Objek wisata yg sangat keren;['objek', 'wisata', 'yg', 'sangat', 'keren'];['objek', 'wisata', 'yang', 'sangat', 'keren'];['objek', 'wisata', 'keren'];['objek', 'wisata', 'keren']
Air terjun toroan;Positif;Pemandangannya indah sekali😘 …;Pemandangannya indah sekali;['pemandangannya', 'indah', 'sekali'];['pemandangannya', 'indah', 'sekali'];['pemandangannya', 'indah'];['pandang', 'indah']
Air terjun toroan;Positif;Bagus pemandangan nya;Bagus pemandangan nya;['bagus', 'pemandangan', 'nya'];['bagus', 'pemandangan', 'nya'];['bagus', 'pemandangan'];['bagus', 'pandang']
Air terjun toroan;Positif;Indah;Indah;['indah'];['indah'];['indah'];['indah']
Air terjun toroan;Positif;"Murah meriah
Malah kadang gratis";Murah meriah Malah kadang gratis;['murah', 'meriah', 'malah', 'kadang', 'gratis'];['murah', 'meriah', 'malah', 'kadang', 'gratis'];['murah', 'meriah', 'kadang', 'gratis'];['murah', 'riah', 'kadang', 'gratis']
Air terjun toroan;Positif;Bagus pemandangannya;Bagus pemandangannya;['bagus', 'pemandangannya'];['bagus', 'pemandangannya'];['bagus', 'pemandangannya'];['bagus', 'pandang']
Air terjun toroan;Negatif;Bagus sayang jauh;Bagus sayang jauh;['bagus', 'sayang', 'jauh'];['bagus', 'sayang', 'jauh'];['bagus', 'sayang'];['bagus', 'sayang']
Air terjun toroan;Positif;Keren Pokoknya... 😎 …;Keren Pokoknya;['keren', 'pokoknya'];['keren', 'pokoknya'];['keren', 'pokoknya'];['keren', 'pokok']
Air terjun toroan;Positif;Bagus;Bagus;['bagus'];['bagus'];['bagus'];['bagus']
Air terjun toroan;Positif;Keren;Keren;['keren'];['keren'];['keren'];['keren']
Air terjun toroan;Positif;Indah banget;Indah banget;['indah', 'banget'];['indah', 'banget'];['indah', 'banget'];['indah', 'banget']
Air terjun toroan;Positif;Bagus;Bagus;['bagus'];['bagus'];['bagus'];['bagus']
Air terjun toroan;Positif;Indah;Indah;['indah'];['indah'];['indah'];['indah']
Air terjun toroan;Positif;Pemandangan yang indah;Pemandangan yang indah;['pemandangan', 'yang', 'indah'];['pemandangan', 'yang', 'indah'];['pemandangan', 'indah'];['pandang', 'indah']
Air terjun toroan;Positif;Bagus;Bagus;['bagus'];['bagus'];['bagus'];['bagus']
Air terjun toroan;Positif;Bagus;Bagus;['bagus'];['bagus'];['bagus'];['bagus']
Air terjun toroan;Positif;Tempat yang indah;Tempat yang indah;['tempat', 'yang', 'indah'];['tempat', 'yang', 'indah'];['indah'];['indah']
Air terjun toroan;Positif;Strategis dan cantik;Strategis dan cantik;['strategis', 'dan', 'cantik'];['strategis', 'dan', 'cantik'];['strategis', 'cantik'];['strategis', 'cantik']
Air terjun toroan;Negatif;Pemandangan bagus, masih alami. Perlu lebih banyak mengelola untuk membuat yang terbaik;Pemandangan bagus masih alami Perlu lebih banyak mengelola untuk membuat yang terbaik;['pemandangan', 'bagus', 'masih', 'alami', 'perlu', 'lebih', 'banyak', 'mengelola', 'untuk', 'membuat', 'yang', 'terbaik'];['pemandangan', 'bagus', 'masih', 'alami', 'perlu', 'lebih', 'banyak', 'mengelola', 'untuk', 'membuat', 'yang', 'terbaik'];['pemandangan', 'bagus', 'alami', 'mengelola', 'terbaik'];['pandang', 'bagus', 'alami', 'kelola', 'baik']
Air terjun toroan;Positif;Pemandangan bagus saat Matahari berada di Utara;Pemandangan bagus saat Matahari berada di Utara;['pemandangan', 'bagus', 'saat', 'matahari', 'berada', 'di', 'utara'];['pemandangan', 'bagus', 'saat', 'matahari', 'berada', 'di', 'utara'];['pemandangan', 'bagus', 'matahari', 'utara'];['pandang', 'bagus', 'matahari', 'utara']
Air terjun toroan;Positif;"Dulu lumayan sering ke sini.
Salah satu destinasi paling favorit kalau hendak hunting foto landscape di Pulau Madura. …";Dulu lumayan sering ke sini Salah satu destinasi paling favorit kalau hendak hunting foto landscape di Pulau Madura;['dulu', 'lumayan', 'sering', 'ke', 'sini', 'salah', 'satu', 'destinasi', 'paling', 'favorit', 'kalau', 'hendak', 'hunting', 'foto', 'landscape', 'di', 'pulau', 'madura'];['dulu', 'lumayan', 'sering', 'ke', 'sini', 'salah', 'satu', 'destinasi', 'paling', 'favorit', 'kalau', 'hendak', 'hunting', 'foto', 'landscape', 'di', 'pulau', 'madura'];['lumayan', 'salah', 'destinasi', 'favorit', 'hunting', 'foto', 'landscape', 'pulau', 'madura'];['lumayan', 'salah', 'destinasi', 'favorit', 'hunting', 'foto', 'landscape', 'pulau', 'madura']
Air terjun toroan;Negatif;"25-10-2021
Tiket masuk 5rb/orang, anak2 free
Batu karang nya sampai hampir ke tengah, air sekitar air terjun agak keruh, tp …";Tiket masuk rb orang anak free Batu karang nya sampai hampir ke tengah air sekitar air terjun agak keruh tp;['tiket', 'masuk', 'rb', 'orang', 'anak', 'free', 'batu', 'karang', 'nya', 'sampai', 'hampir', 'ke', 'tengah', 'air', 'sekitar', 'air', 'terjun', 'agak', 'keruh', 'tp'];['tiket', 'masuk', 'ribu', 'orang', 'anak', 'free', 'batu', 'karang', 'nya', 'sampai', 'hampir', 'ke', 'tengah', 'air', 'sekitar', 'air', 'terjun', 'agak', 'keruh', 'tapi'];['tiket', 'masuk', 'ribu', 'orang', 'anak', 'free', 'batu', 'karang', 'air', 'air', 'terjun', 'keruh'];['tiket', 'masuk', 'ribu', 'orang', 'anak', 'free', 'batu', 'karang', 'air', 'air', 'terjun', 'keruh']
Air terjun toroan;Negatif;"Sengkok oreng ketapang cong.. dus nodusih

Sangat TIDAK rekomendasi,. …";Sengkok oreng ketapang cong dus nodusih Sangat TIDAK rekomendasi;['sengkok', 'oreng', 'ketapang', 'cong', 'dus', 'nodusih', 'sangat', 'tidak', 'rekomendasi'];['sengkok', 'oreng', 'ketapang', 'cong', 'dus', 'nodusih', 'sangat', 'tidak', 'rekomendasi'];['sengkok', 'oreng', 'ketapang', 'cong', 'dus', 'nodusih', 'rekomendasi'];['sengkok', 'oreng', 'ketapang', 'cong', 'dus', 'nodusih', 'rekomendasi']
Air terjun toroan;Negatif;"Secara pemandangan, air terjun ini biasa saja sebenarnya, aku bahkan meragukan kata ""air terjun"" karena tingginya yang cuma beberapa meter saja. Jalan sebentar dari parkiran dan air terjun langsung terlihat, gak butuh treking panjang. …";Secara pemandangan air terjun ini biasa saja sebenarnya aku bahkan meragukan kata air terjun karena tingginya yang cuma beberapa meter saja Jalan sebentar dari parkiran dan air terjun langsung terlihat gak butuh treking panjang;['secara', 'pemandangan', 'air', 'terjun', 'ini', 'biasa', 'saja', 'sebenarnya', 'aku', 'bahkan', 'meragukan', 'kata', 'air', 'terjun', 'karena', 'tingginya', 'yang', 'cuma', 'beberapa', 'meter', 'saja', 'jalan', 'sebentar', 'dari', 'parkiran', 'dan', 'air', 'terjun', 'langsung', 'terlihat', 'gak', 'butuh', 'treking', 'panjang'];['secara', 'pemandangan', 'air', 'terjun', 'ini', 'biasa', 'saja', 'sebenarnya', 'aku', 'bahkan', 'meragukan', 'kata', 'air', 'terjun', 'karena', 'tingginya', 'yang', 'cuma', 'beberapa', 'meter', 'saja', 'jalan', 'sebentar', 'dari', 'parkiran', 'dan', 'air', 'terjun', 'langsung', 'terlihat', 'enggak', 'butuh', 'treking', 'panjang'];['pemandangan', 'air', 'terjun', 'meragukan', 'air', 'terjun', 'tingginya', 'meter', 'jalan', 'sebentar', 'parkiran', 'air', 'terjun', 'langsung', 'butuh', 'treking'];['pandang', 'air', 'terjun', 'ragu', 'air', 'terjun', 'tinggi', 'meter', 'jalan', 'sebentar', 'parkir', 'air', 'terjun', 'langsung', 'butuh', 'treking']
Air terjun toroan;Positif;Tempatnya nyaman, banyak spot foto nya juga ada tempat parkir buat mobil juga, dan ketika masuk harus turun tangga dulu kaya destinasi wisata biasanya yaaa 💙💙 …;Tempatnya nyaman banyak spot foto nya juga ada tempat parkir buat mobil juga dan ketika masuk harus turun tangga dulu kaya destinasi wisata biasanya yaaa;['tempatnya', 'nyaman', 'banyak', 'spot', 'foto', 'nya', 'juga', 'ada', 'tempat', 'parkir', 'buat', 'mobil', 'juga', 'dan', 'ketika', 'masuk', 'harus', 'turun', 'tangga', 'dulu', 'kaya', 'destinasi', 'wisata', 'biasanya', 'yaaa'];['tempatnya', 'nyaman', 'banyak', 'spot', 'foto', 'nya', 'juga', 'ada', 'tempat', 'parkir', 'buat', 'mobil', 'juga', 'dan', 'ketika', 'masuk', 'harus', 'turun', 'tangga', 'dulu', 'kayak', 'destinasi', 'wisata', 'biasanya', 'ya'];['tempatnya', 'nyaman', 'spot', 'foto', 'parkir', 'mobil', 'masuk', 'turun', 'tangga', 'kayak', 'destinasi', 'wisata'];['tempat', 'nyaman', 'spot', 'foto', 'parkir', 'mobil', 'masuk', 'turun', 'tangga', 'kayak', 'destinasi', 'wisata']
Air terjun toroan;Positif;Sudah di kelola dg baik dan bisa jd rujuan wisata anda. Ini adalah hasil gambar yg sy ambil secara pribadi saat bwrkunjung kesini;Sudah di kelola dg baik dan bisa jd rujuan wisata anda Ini adalah hasil gambar yg sy ambil secara pribadi saat bwrkunjung kesini;['sudah', 'di', 'kelola', 'dg', 'baik', 'dan', 'bisa', 'jd', 'rujuan', 'wisata', 'anda', 'ini', 'adalah', 'hasil', 'gambar', 'yg', 'sy', 'ambil', 'secara', 'pribadi', 'saat', 'bwrkunjung', 'kesini'];['sudah', 'di', 'kelola', 'dengan', 'baik', 'dan', 'bisa', 'jadi', 'rujuan', 'wisata', 'anda', 'ini', 'adalah', 'hasil', 'gambar', 'yang', 'saya', 'ambil', 'secara', 'pribadi', 'saat', 'bwrkunjung', 'kesini'];['kelola', 'rujuan', 'wisata', 'hasil', 'gambar', 'ambil', 'pribadi', 'bwrkunjung', 'kesini'];['kelola', 'rujuan', 'wisata', 'hasil', 'gambar', 'ambil', 'pribadi', 'bwrkunjung', 'kesini']
Air terjun toroan;Positif;View air terjun oke, Akses dekat dengan jalan utama, fasilitas cukup oke..;View air terjun oke Akses dekat dengan jalan utama fasilitas cukup oke;['view', 'air', 'terjun', 'oke', 'akses', 'dekat', 'dengan', 'jalan', 'utama', 'fasilitas', 'cukup', 'oke'];['view', 'air', 'terjun', 'oke', 'akses', 'dekat', 'dengan', 'jalan', 'utama', 'fasilitas', 'cukup', 'oke'];['view', 'air', 'terjun', 'oke', 'akses', 'jalan', 'utama', 'fasilitas', 'oke'];['view', 'air', 'terjun', 'oke', 'akses', 'jalan', 'utama', 'fasilitas', 'oke']
Air terjun toroan;Netral;Cocok sebagai tempat refreshing, piknik, atau tour bersama keluarga.;Cocok sebagai tempat refreshing piknik atau tour bersama keluarga;['cocok', 'sebagai', 'tempat', 'refreshing', 'piknik', 'atau', 'tour', 'bersama', 'keluarga'];['cocok', 'sebagai', 'tempat', 'refreshing', 'piknik', 'atau', 'tour', 'bersama', 'keluarga'];['cocok', 'refreshing', 'piknik', 'tour', 'keluarga'];['cocok', 'refreshing', 'piknik', 'tour', 'keluarga']
Air terjun toroan;Negatif;Pas kesini aliran air terjunnya deres banget, mungkin karena lagi musim hujan 😀 …;Pas kesini aliran air terjunnya deres banget mungkin karena lagi musim hujan;['pas', 'kesini', 'aliran', 'air', 'terjunnya', 'deres', 'banget', 'mungkin', 'karena', 'lagi', 'musim', 'hujan'];['pas', 'kesini', 'aliran', 'air', 'terjunnya', 'deres', 'banget', 'mungkin', 'karena', 'lagi', 'musim', 'hujan'];['pas', 'kesini', 'aliran', 'air', 'terjunnya', 'deres', 'banget', 'musim', 'hujan'];['pas', 'kesini', 'alir', 'air', 'terjun', 'deres', 'banget', 'musim', 'hujan']
Air terjun toroan;Positif;Tempat parkir luas. Air terjun alami;Tempat parkir luas Air terjun alami;['tempat', 'parkir', 'luas', 'air', 'terjun', 'alami'];['tempat', 'parkir', 'luas', 'air', 'terjun', 'alami'];['parkir', 'luas', 'air', 'terjun', 'alami'];['parkir', 'luas', 'air', 'terjun', 'alami']
Air terjun toroan;Netral;"Pengambilan Foto
Dari Wisata Air Terjun Toroan🇮🇩 …";Pengambilan Foto Dari Wisata Air Terjun Toroan;['pengambilan', 'foto', 'dari', 'wisata', 'air', 'terjun', 'toroan'];['pengambilan', 'foto', 'dari', 'wisata', 'air', 'terjun', 'toroan'];['pengambilan', 'foto', 'wisata', 'air', 'terjun', 'toroan'];['ambil', 'foto', 'wisata', 'air', 'terjun', 'toro']
Air terjun toroan;Negatif;Tukang parkirnya malak dengan dalih penitipan helm, helm hilang memang resiko sendiri. Tapi malah diringkes sama tukang parkirnya dan ditaruh pos penitipan. Jadi bayar 2500. Pemalakan dengan modus penitipan paksa. KECEWA;Tukang parkirnya malak dengan dalih penitipan helm helm hilang memang resiko sendiri Tapi malah diringkes sama tukang parkirnya dan ditaruh pos penitipan Jadi bayar Pemalakan dengan modus penitipan paksa KECEWA;['tukang', 'parkirnya', 'malak', 'dengan', 'dalih', 'penitipan', 'helm', 'helm', 'hilang', 'memang', 'resiko', 'sendiri', 'tapi', 'malah', 'diringkes', 'sama', 'tukang', 'parkirnya', 'dan', 'ditaruh', 'pos', 'penitipan', 'jadi', 'bayar', 'pemalakan', 'dengan', 'modus', 'penitipan', 'paksa', 'kecewa'];['tukang', 'parkirnya', 'malak', 'dengan', 'dalih', 'penitipan', 'helm', 'helm', 'hilang', 'memang', 'resiko', 'sendiri', 'tapi', 'malah', 'diringkes', 'sama', 'tukang', 'parkirnya', 'dan', 'ditaruh', 'pos', 'penitipan', 'jadi', 'bayar', 'pemalakan', 'dengan', 'modus', 'penitipan', 'paksa', 'kecewa'];['tukang', 'parkirnya', 'malak', 'dalih', 'penitipan', 'helm', 'helm', 'hilang', 'resiko', 'diringkes', 'tukang', 'parkirnya', 'ditaruh', 'pos', 'penitipan', 'bayar', 'pemalakan', 'modus', 'penitipan', 'paksa', 'kecewa'];['tukang', 'parkir', 'malak', 'dalih', 'titip', 'helm', 'helm', 'hilang', 'resiko', 'diringkes', 'tukang', 'parkir', 'taruh', 'pos', 'titip', 'bayar', 'mala', 'modus', 'titip', 'paksa', 'kecewa']
Air terjun toroan;Netral;Ngopi,nyantai cocok kl kesini;Ngopi nyantai cocok kl kesini;['ngopi', 'nyantai', 'cocok', 'kl', 'kesini'];['ngopi', 'nyantai', 'cocok', 'kalo', 'kesini'];['ngopi', 'nyantai', 'cocok', 'kesini'];['ngopi', 'nyantai', 'cocok', 'kesini']
Air terjun toroan;Positif;Sdh beberapa kali kesini.. Ndak pernah  bosan... Must visit place... Beautiful viewing;Sdh beberapa kali kesini Ndak pernah bosan Must visit place Beautiful viewing;['sdh', 'beberapa', 'kali', 'kesini', 'ndak', 'pernah', 'bosan', 'must', 'visit', 'place', 'beautiful', 'viewing'];['sudah', 'beberapa', 'kali', 'kesini', 'indak', 'pernah', 'bosan', 'must', 'visit', 'place', 'beautiful', 'viewing'];['kali', 'kesini', 'indak', 'bosan', 'must', 'visit', 'place', 'beautiful', 'viewing'];['kali', 'kesini', 'indak', 'bosan', 'must', 'visit', 'place', 'beautiful', 'viewing']
Air terjun toroan;Negatif;Air terjun yang langsung jatuh ke laut, tidak boleh berenang disekelilingnya;Air terjun yang langsung jatuh ke laut tidak boleh berenang disekelilingnya;['air', 'terjun', 'yang', 'langsung', 'jatuh', 'ke', 'laut', 'tidak', 'boleh', 'berenang', 'disekelilingnya'];['air', 'terjun', 'yang', 'langsung', 'jatuh', 'ke', 'laut', 'tidak', 'boleh', 'berenang', 'disekelilingnya'];['air', 'terjun', 'langsung', 'jatuh', 'laut', 'berenang', 'disekelilingnya'];['air', 'terjun', 'langsung', 'jatuh', 'laut', 'renang', 'keliling']
Air terjun toroan;Positif;"tambah baguus...
sudah dikelola masyarakat sekitar.
semoga makin ramai";tambah baguus sudah dikelola masyarakat sekitar semoga makin ramai;['tambah', 'baguus', 'sudah', 'dikelola', 'masyarakat', 'sekitar', 'semoga', 'makin', 'ramai'];['tambah', 'baguus', 'sudah', 'dikelola', 'masyarakat', 'sekitar', 'semoga', 'makin', 'ramai'];['baguus', 'dikelola', 'masyarakat', 'semoga', 'ramai'];['baguus', 'kelola', 'masyarakat', 'moga', 'ramai']
Air terjun toroan;Positif;Wisata air terjun tepi pantai yang sejuk, mau siangpun suasana tetap sejuk..;Wisata air terjun tepi pantai yang sejuk mau siangpun suasana tetap sejuk;['wisata', 'air', 'terjun', 'tepi', 'pantai', 'yang', 'sejuk', 'mau', 'siangpun', 'suasana', 'tetap', 'sejuk'];['wisata', 'air', 'terjun', 'tepi', 'pantai', 'yang', 'sejuk', 'mau', 'siangpun', 'suasana', 'tetap', 'sejuk'];['wisata', 'air', 'terjun', 'tepi', 'pantai', 'sejuk', 'siangpun', 'suasana', 'sejuk'];['wisata', 'air', 'terjun', 'tepi', 'pantai', 'sejuk', 'siang', 'suasana', 'sejuk']
