;index;lokasi;Sentimen;komentar;tokenize;clean;normalize;stopword;stemming
31;31;Air terjun toroan;Negatif;Mungkin saya datang di waktu yang salah, karena waktu kesana tempatnya tidak sebagus ekspektasi saya. Juga disana tidak disarankan untuk bermain air, sehingga hanya sekedar objek foto saja;['mungkin', 'saya', 'datang', 'di', 'waktu', 'yang', 'salah', 'karena', 'waktu', 'kesana', 'tempatnya', 'tidak', 'sebagus', 'ekspektasi', 'saya', 'juga', 'disana', 'tidak', 'disarankan', 'untuk', 'bermain', 'air', 'sehingga', 'hanya', 'sekedar', 'objek', 'foto', 'saja'];['mungkin', 'saya', 'datang', 'di', 'waktu', 'yang', 'salah', 'karena', 'waktu', 'kesana', 'tempatnya', 'tidak', 'sebagus', 'ekspektasi', 'saya', 'juga', 'disana', 'tidak', 'disarankan', 'untuk', 'bermain', 'air', 'sehingga', 'hanya', 'sekedar', 'objek', 'foto', 'saja'];['mungkin', 'saya', 'datang', 'di', 'waktu', 'yang', 'salah', 'karena', 'waktu', 'kesana', 'tempatnya', 'tidak', 'sebagus', 'ekspektasi', 'saya', 'juga', 'disana', 'tidak', 'disarankan', 'untuk', 'bermain', 'air', 'sehingga', 'hanya', 'sekedar', 'objek', 'foto', 'saja'];['salah', 'kesana', 'tempatnya', 'sebagus', 'ekspektasi', 'disana', 'disarankan', 'bermain', 'air', 'sekedar', 'objek', 'foto'];['salah', 'kesana', 'tempat', 'bagus', 'ekspektasi', 'sana', 'saran', 'main', 'air', 'dar', 'objek', 'foto']
32;32;Air terjun toroan;Negatif;Air terjun toroan adalan wisata alam Madura yg sangat bagus, namun masih sangat memerlukan sentuhan tangan pofesional dan investor utk pengembangannya yg lebih bagus lagi.;['air', 'terjun', 'toroan', 'adalan', 'wisata', 'alam', 'madura', 'yg', 'sangat', 'bagus', 'namun', 'masih', 'sangat', 'memerlukan', 'sentuhan', 'tangan', 'pofesional', 'dan', 'investor', 'utk', 'pengembangannya', 'yg', 'lebih', 'bagus', 'lagi'];['air', 'terjun', 'toroan', 'adalan', 'wisata', 'alam', 'madura', 'yg', 'sangat', 'bagus', 'namun', 'masih', 'sangat', 'memerlukan', 'sentuhan', 'tangan', 'pofesional', 'dan', 'investor', 'utk', 'pengembangannya', 'yg', 'lebih', 'bagus', 'lagi'];['air', 'terjun', 'toroan', 'adalan', 'wisata', 'alam', 'madura', 'yang', 'sangat', 'bagus', 'namun', 'masih', 'sangat', 'memerlukan', 'sentuhan', 'tangan', 'pofesional', 'dan', 'investor', 'untuk', 'pengembangannya', 'yang', 'lebih', 'bagus', 'lagi'];['air', 'terjun', 'toroan', 'adalan', 'wisata', 'alam', 'madura', 'bagus', 'sentuhan', 'tangan', 'pofesional', 'investor', 'pengembangannya', 'bagus'];['air', 'terjun', 'toro', 'adalan', 'wisata', 'alam', 'madura', 'bagus', 'sentuh', 'tangan', 'pofesional', 'investor', 'kembang', 'bagus']
33;33;Air terjun toroan;Negatif;Bagus buat selfi alami dgn latar airterjun yg keren. Jangan berenang krn dalam sekali;['bagus', 'buat', 'selfi', 'alami', 'dgn', 'latar', 'airterjun', 'yg', 'keren', 'jangan', 'berenang', 'krn', 'dalam', 'sekali'];['bagus', 'buat', 'selfi', 'alami', 'dgn', 'latar', 'airterjun', 'yg', 'keren', 'jangan', 'berenang', 'krn', 'dalam', 'sekali'];['bagus', 'buat', 'selfi', 'alami', 'dengan', 'latar', 'airterjun', 'yang', 'keren', 'jangan', 'berenang', 'karena', 'dalam', 'sekali'];['bagus', 'selfi', 'alami', 'latar', 'airterjun', 'keren', 'berenang'];['bagus', 'selfi', 'alami', 'latar', 'airterjun', 'keren', 'renang']
34;34;Air terjun toroan;Negatif;"View nya indah menawan ...
Sayang kurang perawatan .....
Berharap kedepannya air terjun Toroan ini dirawat dengan baik,oleh pemkab maupun  swasta asli daerah.";['view', 'nya', 'indah', 'menawan', 'sayang', 'kurang', 'perawatan', 'berharap', 'kedepannya', 'air', 'terjun', 'toroan', 'ini', 'dirawat', 'dengan', 'baikoleh', 'pemkab', 'maupun', 'swasta', 'asli', 'daerah'];['view', 'nya', 'indah', 'menawan', 'sayang', 'kurang', 'perawatan', 'berharap', 'kedepannya', 'air', 'terjun', 'toroan', 'ini', 'dirawat', 'dengan', 'baikoleh', 'pemkab', 'maupun', 'swasta', 'asli', 'daerah'];['view', 'nya', 'indah', 'menawan', 'sayang', 'kurang', 'perawatan', 'berharap', 'kedepannya', 'air', 'terjun', 'toroan', 'ini', 'dirawat', 'dengan', 'baikoleh', 'pemkab', 'maupun', 'swasta', 'asli', 'daerah'];['view', 'indah', 'menawan', 'sayang', 'perawatan', 'berharap', 'kedepannya', 'air', 'terjun', 'toroan', 'dirawat', 'baikoleh', 'pemkab', 'swasta', 'asli', 'daerah'];['view', 'indah', 'tawan', 'sayang', 'awat', 'harap', 'depan', 'air', 'terjun', 'toro', 'rawat', 'baikoleh', 'pemkab', 'swasta', 'asli', 'daerah']
35;35;Air terjun toroan;Negatif;Bagus viewnya, sayang sedikit kebersihan air dan pantainya kurang terjaga.;['bagus', 'viewnya', 'sayang', 'sedikit', 'kebersihan', 'air', 'dan', 'pantainya', 'kurang', 'terjaga'];['bagus', 'viewnya', 'sayang', 'sedikit', 'kebersihan', 'air', 'dan', 'pantainya', 'kurang', 'terjaga'];['bagus', 'viewnya', 'sayang', 'sedikit', 'kebersihan', 'air', 'dan', 'pantainya', 'kurang', 'terjaga'];['bagus', 'viewnya', 'sayang', 'kebersihan', 'air', 'pantainya', 'terjaga'];['bagus', 'viewnya', 'sayang', 'bersih', 'air', 'pantai', 'jaga']
36;36;Air terjun toroan;Negatif;Harusnya bisa lebih bagus & menarik sayangnya banyak sampah di pantai & air terjunnya;['harusnya', 'bisa', 'lebih', 'bagus', 'menarik', 'sayangnya', 'banyak', 'sampah', 'di', 'pantai', 'air', 'terjunnya'];['harusnya', 'bisa', 'lebih', 'bagus', 'menarik', 'sayangnya', 'banyak', 'sampah', 'di', 'pantai', 'air', 'terjunnya'];['harusnya', 'bisa', 'lebih', 'bagus', 'menarik', 'sayangnya', 'banyak', 'sampah', 'di', 'pantai', 'air', 'terjunnya'];['bagus', 'menarik', 'sayangnya', 'sampah', 'pantai', 'air', 'terjunnya'];['bagus', 'tarik', 'sayang', 'sampah', 'pantai', 'air', 'terjun']
37;37;Air terjun toroan;Positif;Panoramanya bagus,  perlu kreativitas utk penambahan area di pantai dan penambahan fasilitas;['panoramanya', 'bagus', 'perlu', 'kreativitas', 'utk', 'penambahan', 'area', 'di', 'pantai', 'dan', 'penambahan', 'fasilitas'];['panoramanya', 'bagus', 'perlu', 'kreativitas', 'utk', 'penambahan', 'area', 'di', 'pantai', 'dan', 'penambahan', 'fasilitas'];['panoramanya', 'bagus', 'perlu', 'kreativitas', 'untuk', 'penambahan', 'area', 'di', 'pantai', 'dan', 'penambahan', 'fasilitas'];['panoramanya', 'bagus', 'kreativitas', 'penambahan', 'area', 'pantai', 'penambahan', 'fasilitas'];['panorama', 'bagus', 'kreativitas', 'tambah', 'area', 'pantai', 'tambah', 'fasilitas']
38;38;Air terjun toroan;Positif;Bagus banget buat spot foto instagram. Obyeknya bagus & unik;['bagus', 'banget', 'buat', 'spot', 'foto', 'instagram', 'obyeknya', 'bagus', 'unik'];['bagus', 'banget', 'buat', 'spot', 'foto', 'instagram', 'obyeknya', 'bagus', 'unik'];['bagus', 'banget', 'buat', 'spot', 'foto', 'instagram', 'obyeknya', 'bagus', 'unik'];['bagus', 'banget', 'spot', 'foto', 'instagram', 'obyeknya', 'bagus', 'unik'];['bagus', 'banget', 'spot', 'foto', 'instagram', 'obyek', 'bagus', 'unik']
39;39;Air terjun toroan;Positif;Bagus langsung menjorok ke lautan;['bagus', 'langsung', 'menjorok', 'ke', 'lautan'];['bagus', 'langsung', 'menjorok', 'ke', 'lautan'];['bagus', 'langsung', 'menjorok', 'ke', 'lautan'];['bagus', 'langsung', 'menjorok', 'lautan'];['bagus', 'langsung', 'jorok', 'laut']
40;40;Air terjun toroan;Positif;Cukup bagus, bisa untuk tempat foto prewedding.;['cukup', 'bagus', 'bisa', 'untuk', 'tempat', 'foto', 'prewedding'];['cukup', 'bagus', 'bisa', 'untuk', 'tempat', 'foto', 'prewedding'];['cukup', 'bagus', 'bisa', 'untuk', 'tempat', 'foto', 'prewedding'];['bagus', 'foto', 'prewedding'];['bagus', 'foto', 'prewedding']
41;41;Air terjun toroan;Positif;Akan terasa lebih indah ketika menjelang matahari terbenam.;['akan', 'terasa', 'lebih', 'indah', 'ketika', 'menjelang', 'matahari', 'terbenam'];['akan', 'terasa', 'lebih', 'indah', 'ketika', 'menjelang', 'matahari', 'terbenam'];['akan', 'terasa', 'lebih', 'indah', 'ketika', 'menjelang', 'matahari', 'terbenam'];['indah', 'menjelang', 'matahari', 'terbenam'];['indah', 'jelang', 'matahari', 'benam']
42;42;Air terjun toroan;Positif;"Cantik ... eksotis
Air terjun air tawar langsung didepan ombak pantai...";['cantik', 'eksotis', 'air', 'terjun', 'air', 'tawar', 'langsung', 'didepan', 'ombak', 'pantai'];['cantik', 'eksotis', 'air', 'terjun', 'air', 'tawar', 'langsung', 'didepan', 'ombak', 'pantai'];['cantik', 'eksotis', 'air', 'terjun', 'air', 'tawar', 'langsung', 'didepan', 'ombak', 'pantai'];['cantik', 'eksotis', 'air', 'terjun', 'air', 'tawar', 'langsung', 'didepan', 'ombak', 'pantai'];['cantik', 'eksotis', 'air', 'terjun', 'air', 'tawar', 'langsung', 'depan', 'ombak', 'pantai']
43;43;Air terjun toroan;Positif;Keindahan air terjun yang mengalirr , so beautyfull;['keindahan', 'air', 'terjun', 'yang', 'mengalirr', 'so', 'beautyfull'];['keindahan', 'air', 'terjun', 'yang', 'mengalirr', 'so', 'beautyfull'];['keindahan', 'air', 'terjun', 'yang', 'mengalirr', 'sok', 'beautyfull'];['keindahan', 'air', 'terjun', 'mengalirr', 'sok', 'beautyfull'];['indah', 'air', 'terjun', 'mengalirr', 'sok', 'beautyfull']
44;44;Air terjun toroan;Positif;Bagus;['bagus'];['bagus'];['bagus'];['bagus'];['bagus']
45;45;Air terjun toroan;Positif;Bagus musim kemarau airnya bening;['bagus', 'musim', 'kemarau', 'airnya', 'bening'];['bagus', 'musim', 'kemarau', 'airnya', 'bening'];['bagus', 'musim', 'kemarau', 'airnya', 'bening'];['bagus', 'musim', 'kemarau', 'airnya', 'bening'];['bagus', 'musim', 'kemarau', 'air', 'bening']
46;46;Air terjun toroan;Positif;pemandangan lautnya jg bagus;['pemandangan', 'lautnya', 'jg', 'bagus'];['pemandangan', 'lautnya', 'jg', 'bagus'];['pemandangan', 'lautnya', 'juga', 'bagus'];['pemandangan', 'lautnya', 'bagus'];['pandang', 'laut', 'bagus']
47;47;Air terjun toroan;Positif;Objek wisata yg sangat keren;['objek', 'wisata', 'yg', 'sangat', 'keren'];['objek', 'wisata', 'yg', 'sangat', 'keren'];['objek', 'wisata', 'yang', 'sangat', 'keren'];['objek', 'wisata', 'keren'];['objek', 'wisata', 'keren']
48;48;Air terjun toroan;Positif;Pemandangannya indah sekali😘 …;['pemandangannya', 'indah', 'sekali😘', '…'];['pemandangannya', 'indah', 'sekali', ''];['pemandangannya', 'indah', 'sekali', ''];['pemandangannya', 'indah', ''];['pandang', 'indah', '']
49;49;Air terjun toroan;Positif;Bagus pemandangan nya;['bagus', 'pemandangan', 'nya'];['bagus', 'pemandangan', 'nya'];['bagus', 'pemandangan', 'nya'];['bagus', 'pemandangan'];['bagus', 'pandang']
50;50;Air terjun toroan;Positif;Indah;['indah'];['indah'];['indah'];['indah'];['indah']
51;51;Air terjun toroan;Positif;"Murah meriah
Malah kadang gratis";['murah', 'meriah', 'malah', 'kadang', 'gratis'];['murah', 'meriah', 'malah', 'kadang', 'gratis'];['murah', 'meriah', 'malah', 'kadang', 'gratis'];['murah', 'meriah', 'kadang', 'gratis'];['murah', 'riah', 'kadang', 'gratis']
52;52;Air terjun toroan;Positif;Bagus pemandangannya;['bagus', 'pemandangannya'];['bagus', 'pemandangannya'];['bagus', 'pemandangannya'];['bagus', 'pemandangannya'];['bagus', 'pandang']
53;53;Air terjun toroan;Negatif;Bagus sayang jauh;['bagus', 'sayang', 'jauh'];['bagus', 'sayang', 'jauh'];['bagus', 'sayang', 'jauh'];['bagus', 'sayang'];['bagus', 'sayang']
54;54;Air terjun toroan;Positif;Keren Pokoknya... 😎 …;['keren', 'pokoknya', '😎', '…'];['keren', 'pokoknya', '', ''];['keren', 'pokoknya', '', ''];['keren', 'pokoknya', '', ''];['keren', 'pokok', '', '']
55;55;Air terjun toroan;Positif;Bagus;['bagus'];['bagus'];['bagus'];['bagus'];['bagus']
56;56;Air terjun toroan;Positif;Keren;['keren'];['keren'];['keren'];['keren'];['keren']
57;57;Air terjun toroan;Positif;Indah banget;['indah', 'banget'];['indah', 'banget'];['indah', 'banget'];['indah', 'banget'];['indah', 'banget']
58;58;Air terjun toroan;Positif;Bagus;['bagus'];['bagus'];['bagus'];['bagus'];['bagus']
59;59;Air terjun toroan;Positif;Indah;['indah'];['indah'];['indah'];['indah'];['indah']
60;60;Air terjun toroan;Positif;Pemandangan yang indah;['pemandangan', 'yang', 'indah'];['pemandangan', 'yang', 'indah'];['pemandangan', 'yang', 'indah'];['pemandangan', 'indah'];['pandang', 'indah']
61;61;Air terjun toroan;Positif;Bagus;['bagus'];['bagus'];['bagus'];['bagus'];['bagus']
62;62;Air terjun toroan;Positif;Bagus;['bagus'];['bagus'];['bagus'];['bagus'];['bagus']
63;63;Air terjun toroan;Positif;Tempat yang indah;['tempat', 'yang', 'indah'];['tempat', 'yang', 'indah'];['tempat', 'yang', 'indah'];['indah'];['indah']
64;64;Air terjun toroan;Positif;Strategis dan cantik;['strategis', 'dan', 'cantik'];['strategis', 'dan', 'cantik'];['strategis', 'dan', 'cantik'];['strategis', 'cantik'];['strategis', 'cantik']
65;65;Air terjun toroan;Negatif;Pemandangan bagus, masih alami. Perlu lebih banyak mengelola untuk membuat yang terbaik;['pemandangan', 'bagus', 'masih', 'alami', 'perlu', 'lebih', 'banyak', 'mengelola', 'untuk', 'membuat', 'yang', 'terbaik'];['pemandangan', 'bagus', 'masih', 'alami', 'perlu', 'lebih', 'banyak', 'mengelola', 'untuk', 'membuat', 'yang', 'terbaik'];['pemandangan', 'bagus', 'masih', 'alami', 'perlu', 'lebih', 'banyak', 'mengelola', 'untuk', 'membuat', 'yang', 'terbaik'];['pemandangan', 'bagus', 'alami', 'mengelola', 'terbaik'];['pandang', 'bagus', 'alami', 'kelola', 'baik']
66;66;Air terjun toroan;Positif;Pemandangan bagus saat Matahari berada di Utara;['pemandangan', 'bagus', 'saat', 'matahari', 'berada', 'di', 'utara'];['pemandangan', 'bagus', 'saat', 'matahari', 'berada', 'di', 'utara'];['pemandangan', 'bagus', 'saat', 'matahari', 'berada', 'di', 'utara'];['pemandangan', 'bagus', 'matahari', 'utara'];['pandang', 'bagus', 'matahari', 'utara']
67;67;Air terjun toroan;Positif;"Dulu lumayan sering ke sini.
Salah satu destinasi paling favorit kalau hendak hunting foto landscape di Pulau Madura. …";['dulu', 'lumayan', 'sering', 'ke', 'sini', 'salah', 'satu', 'destinasi', 'paling', 'favorit', 'kalau', 'hendak', 'hunting', 'foto', 'landscape', 'di', 'pulau', 'madura', '…'];['dulu', 'lumayan', 'sering', 'ke', 'sini', 'salah', 'satu', 'destinasi', 'paling', 'favorit', 'kalau', 'hendak', 'hunting', 'foto', 'landscape', 'di', 'pulau', 'madura', ''];['dulu', 'lumayan', 'sering', 'ke', 'sini', 'salah', 'satu', 'destinasi', 'paling', 'favorit', 'kalau', 'hendak', 'hunting', 'foto', 'landscape', 'di', 'pulau', 'madura', ''];['lumayan', 'salah', 'destinasi', 'favorit', 'hunting', 'foto', 'landscape', 'pulau', 'madura', ''];['lumayan', 'salah', 'destinasi', 'favorit', 'hunting', 'foto', 'landscape', 'pulau', 'madura', '']
68;68;Air terjun toroan;Negatif;"25-10-2021
Tiket masuk 5rb/orang, anak2 free
Batu karang nya sampai hampir ke tengah, air sekitar air terjun agak keruh, tp …";['25102021', 'tiket', 'masuk', '5rborang', 'anak2', 'free', 'batu', 'karang', 'nya', 'sampai', 'hampir', 'ke', 'tengah', 'air', 'sekitar', 'air', 'terjun', 'agak', 'keruh', 'tp', '…'];['', 'tiket', 'masuk', 'rborang', 'anak', 'free', 'batu', 'karang', 'nya', 'sampai', 'hampir', 'ke', 'tengah', 'air', 'sekitar', 'air', 'terjun', 'agak', 'keruh', 'tp', ''];['', 'tiket', 'masuk', 'rborang', 'anak', 'free', 'batu', 'karang', 'nya', 'sampai', 'hampir', 'ke', 'tengah', 'air', 'sekitar', 'air', 'terjun', 'agak', 'keruh', 'tapi', ''];['', 'tiket', 'masuk', 'rborang', 'anak', 'free', 'batu', 'karang', 'air', 'air', 'terjun', 'keruh', ''];['', 'tiket', 'masuk', 'rborang', 'anak', 'free', 'batu', 'karang', 'air', 'air', 'terjun', 'keruh', '']
69;69;Air terjun toroan;Negatif;"Sengkok oreng ketapang cong.. dus nodusih

Sangat TIDAK rekomendasi,. …";['sengkok', 'oreng', 'ketapang', 'cong', 'dus', 'nodusih', 'sangat', 'tidak', 'rekomendasi', '…'];['sengkok', 'oreng', 'ketapang', 'cong', 'dus', 'nodusih', 'sangat', 'tidak', 'rekomendasi', ''];['sengkok', 'oreng', 'ketapang', 'cong', 'dus', 'nodusih', 'sangat', 'tidak', 'rekomendasi', ''];['sengkok', 'oreng', 'ketapang', 'cong', 'dus', 'nodusih', 'rekomendasi', ''];['sengkok', 'oreng', 'ketapang', 'cong', 'dus', 'nodusih', 'rekomendasi', '']
70;70;Air terjun toroan;Negatif;"Secara pemandangan, air terjun ini biasa saja sebenarnya, aku bahkan meragukan kata ""air terjun"" karena tingginya yang cuma beberapa meter saja. Jalan sebentar dari parkiran dan air terjun langsung terlihat, gak butuh treking panjang. …";['secara', 'pemandangan', 'air', 'terjun', 'ini', 'biasa', 'saja', 'sebenarnya', 'aku', 'bahkan', 'meragukan', 'kata', 'air', 'terjun', 'karena', 'tingginya', 'yang', 'cuma', 'beberapa', 'meter', 'saja', 'jalan', 'sebentar', 'dari', 'parkiran', 'dan', 'air', 'terjun', 'langsung', 'terlihat', 'gak', 'butuh', 'treking', 'panjang', '…'];['secara', 'pemandangan', 'air', 'terjun', 'ini', 'biasa', 'saja', 'sebenarnya', 'aku', 'bahkan', 'meragukan', 'kata', 'air', 'terjun', 'karena', 'tingginya', 'yang', 'cuma', 'beberapa', 'meter', 'saja', 'jalan', 'sebentar', 'dari', 'parkiran', 'dan', 'air', 'terjun', 'langsung', 'terlihat', 'gak', 'butuh', 'treking', 'panjang', ''];['secara', 'pemandangan', 'air', 'terjun', 'ini', 'biasa', 'saja', 'sebenarnya', 'aku', 'bahkan', 'meragukan', 'kata', 'air', 'terjun', 'karena', 'tingginya', 'yang', 'cuma', 'beberapa', 'meter', 'saja', 'jalan', 'sebentar', 'dari', 'parkiran', 'dan', 'air', 'terjun', 'langsung', 'terlihat', 'enggak', 'butuh', 'treking', 'panjang', ''];['pemandangan', 'air', 'terjun', 'meragukan', 'air', 'terjun', 'tingginya', 'meter', 'jalan', 'sebentar', 'parkiran', 'air', 'terjun', 'langsung', 'butuh', 'treking', ''];['pandang', 'air', 'terjun', 'ragu', 'air', 'terjun', 'tinggi', 'meter', 'jalan', 'sebentar', 'parkir', 'air', 'terjun', 'langsung', 'butuh', 'treking', '']
71;71;Air terjun toroan;Positif;Tempatnya nyaman, banyak spot foto nya juga ada tempat parkir buat mobil juga, dan ketika masuk harus turun tangga dulu kaya destinasi wisata biasanya yaaa 💙💙 …;['tempatnya', 'nyaman', 'banyak', 'spot', 'foto', 'nya', 'juga', 'ada', 'tempat', 'parkir', 'buat', 'mobil', 'juga', 'dan', 'ketika', 'masuk', 'harus', 'turun', 'tangga', 'dulu', 'kaya', 'destinasi', 'wisata', 'biasanya', 'yaaa', '💙💙', '…'];['tempatnya', 'nyaman', 'banyak', 'spot', 'foto', 'nya', 'juga', 'ada', 'tempat', 'parkir', 'buat', 'mobil', 'juga', 'dan', 'ketika', 'masuk', 'harus', 'turun', 'tangga', 'dulu', 'kaya', 'destinasi', 'wisata', 'biasanya', 'yaaa', '', ''];['tempatnya', 'nyaman', 'banyak', 'spot', 'foto', 'nya', 'juga', 'ada', 'tempat', 'parkir', 'buat', 'mobil', 'juga', 'dan', 'ketika', 'masuk', 'harus', 'turun', 'tangga', 'dulu', 'kayak', 'destinasi', 'wisata', 'biasanya', 'ya', '', ''];['tempatnya', 'nyaman', 'spot', 'foto', 'parkir', 'mobil', 'masuk', 'turun', 'tangga', 'kayak', 'destinasi', 'wisata', '', ''];['tempat', 'nyaman', 'spot', 'foto', 'parkir', 'mobil', 'masuk', 'turun', 'tangga', 'kayak', 'destinasi', 'wisata', '', '']
72;72;Air terjun toroan;Positif;Sudah di kelola dg baik dan bisa jd rujuan wisata anda. Ini adalah hasil gambar yg sy ambil secara pribadi saat bwrkunjung kesini;['sudah', 'di', 'kelola', 'dg', 'baik', 'dan', 'bisa', 'jd', 'rujuan', 'wisata', 'anda', 'ini', 'adalah', 'hasil', 'gambar', 'yg', 'sy', 'ambil', 'secara', 'pribadi', 'saat', 'bwrkunjung', 'kesini'];['sudah', 'di', 'kelola', 'dg', 'baik', 'dan', 'bisa', 'jd', 'rujuan', 'wisata', 'anda', 'ini', 'adalah', 'hasil', 'gambar', 'yg', 'sy', 'ambil', 'secara', 'pribadi', 'saat', 'bwrkunjung', 'kesini'];['sudah', 'di', 'kelola', 'dengan', 'baik', 'dan', 'bisa', 'jadi', 'rujuan', 'wisata', 'anda', 'ini', 'adalah', 'hasil', 'gambar', 'yang', 'saya', 'ambil', 'secara', 'pribadi', 'saat', 'bwrkunjung', 'kesini'];['kelola', 'rujuan', 'wisata', 'hasil', 'gambar', 'ambil', 'pribadi', 'bwrkunjung', 'kesini'];['kelola', 'rujuan', 'wisata', 'hasil', 'gambar', 'ambil', 'pribadi', 'bwrkunjung', 'kesini']
73;73;Air terjun toroan;Positif;View air terjun oke, Akses dekat dengan jalan utama, fasilitas cukup oke..;['view', 'air', 'terjun', 'oke', 'akses', 'dekat', 'dengan', 'jalan', 'utama', 'fasilitas', 'cukup', 'oke'];['view', 'air', 'terjun', 'oke', 'akses', 'dekat', 'dengan', 'jalan', 'utama', 'fasilitas', 'cukup', 'oke'];['view', 'air', 'terjun', 'oke', 'akses', 'dekat', 'dengan', 'jalan', 'utama', 'fasilitas', 'cukup', 'oke'];['view', 'air', 'terjun', 'oke', 'akses', 'jalan', 'utama', 'fasilitas', 'oke'];['view', 'air', 'terjun', 'oke', 'akses', 'jalan', 'utama', 'fasilitas', 'oke']
74;74;Air terjun toroan;Netral;Cocok sebagai tempat refreshing, piknik, atau tour bersama keluarga.;['cocok', 'sebagai', 'tempat', 'refreshing', 'piknik', 'atau', 'tour', 'bersama', 'keluarga'];['cocok', 'sebagai', 'tempat', 'refreshing', 'piknik', 'atau', 'tour', 'bersama', 'keluarga'];['cocok', 'sebagai', 'tempat', 'refreshing', 'piknik', 'atau', 'tour', 'bersama', 'keluarga'];['cocok', 'refreshing', 'piknik', 'tour', 'keluarga'];['cocok', 'refreshing', 'piknik', 'tour', 'keluarga']
75;75;Air terjun toroan;Negatif;Pas kesini aliran air terjunnya deres banget, mungkin karena lagi musim hujan 😀 …;['pas', 'kesini', 'aliran', 'air', 'terjunnya', 'deres', 'banget', 'mungkin', 'karena', 'lagi', 'musim', 'hujan', '😀', '…'];['pas', 'kesini', 'aliran', 'air', 'terjunnya', 'deres', 'banget', 'mungkin', 'karena', 'lagi', 'musim', 'hujan', '', ''];['pas', 'kesini', 'aliran', 'air', 'terjunnya', 'deres', 'banget', 'mungkin', 'karena', 'lagi', 'musim', 'hujan', '', ''];['pas', 'kesini', 'aliran', 'air', 'terjunnya', 'deres', 'banget', 'musim', 'hujan', '', ''];['pas', 'kesini', 'alir', 'air', 'terjun', 'deres', 'banget', 'musim', 'hujan', '', '']
76;76;Air terjun toroan;Positif;Tempat parkir luas. Air terjun alami;['tempat', 'parkir', 'luas', 'air', 'terjun', 'alami'];['tempat', 'parkir', 'luas', 'air', 'terjun', 'alami'];['tempat', 'parkir', 'luas', 'air', 'terjun', 'alami'];['parkir', 'luas', 'air', 'terjun', 'alami'];['parkir', 'luas', 'air', 'terjun', 'alami']
77;77;Air terjun toroan;Netral;"Pengambilan Foto
Dari Wisata Air Terjun Toroan🇮🇩 …";['pengambilan', 'foto', 'dari', 'wisata', 'air', 'terjun', 'toroan🇮🇩', '…'];['pengambilan', 'foto', 'dari', 'wisata', 'air', 'terjun', 'toroan', ''];['pengambilan', 'foto', 'dari', 'wisata', 'air', 'terjun', 'toroan', ''];['pengambilan', 'foto', 'wisata', 'air', 'terjun', 'toroan', ''];['ambil', 'foto', 'wisata', 'air', 'terjun', 'toro', '']
