	index	user	waktu	Sentimen	lokasi	komentar	clean	tokenize	slankword	stopword	stemming
114	114	Maulana Ibrahim	2 tahun lalu	Positif	pantai sembilan	Masyaallah, banyak kepitingnya sama cumi-cumi. Jangan lupa, jika berkunjung kesini bawa pancing dan umpan udang2an. Serta jaring ikan.	Masyaallah banyak kepitingnya sama cumicumi Jangan lupa jika berkunjung kesini bawa pancing dan umpan udangan Serta jaring ikan	['masyaallah', 'banyak', 'kepitingnya', 'sama', 'cumicumi', 'jangan', 'lupa', 'jika', 'berkunjung', 'kesini', 'bawa', 'pancing', 'dan', 'umpan', 'udangan', 'serta', 'jaring', 'ikan']	['masyaallah', 'banyak', 'kepitingnya', 'sama', 'cumicumi', 'jangan', 'lupa', 'jika', 'berkunjung', 'kesini', 'bawa', 'pancing', 'dan', 'umpan', 'udangan', 'serta', 'jaring', 'ikan']	['masyaallah', 'kepitingnya', 'cumicumi', 'lupa', 'berkunjung', 'kesini', 'bawa', 'pancing', 'umpan', 'udangan', 'jaring', 'ikan']	['masyaallah', 'kepiting', 'cumicumi', 'lupa', 'kunjung', 'kesini', 'bawa', 'pancing', 'umpan', 'udang', 'jaring', 'ikan']
115	115	siminchu aja	setahun lalu	Positif	pantai sembilan	kalau malam begitu eksotis... jadi pengin balik ke sini lagi ...	kalau malam begitu eksotis jadi pengin balik ke sini lagi	['kalau', 'malam', 'begitu', 'eksotis', 'jadi', 'pengin', 'balik', 'ke', 'sini', 'lagi']	['kalau', 'malam', 'begitu', 'eksotis', 'jadi', 'pengin', 'balik', 'ke', 'sini', 'lagi']	['malam', 'eksotis', 'pengin']	['malam', 'eksotis', 'pengin']
116	116	Kiya	5 tahun lalu	Positif	pantai sembilan	Pantai bersih, banyak spot foto bagus, sudah disediakan penginapan juga di kawasan pantai, banyak tempat untuk membeli makanan.	Pantai bersih banyak spot foto bagus sudah disediakan penginapan juga di kawasan pantai banyak tempat untuk membeli makanan	['pantai', 'bersih', 'banyak', 'spot', 'foto', 'bagus', 'sudah', 'disediakan', 'penginapan', 'juga', 'di', 'kawasan', 'pantai', 'banyak', 'tempat', 'untuk', 'membeli', 'makanan']	['pantai', 'bersih', 'banyak', 'spot', 'foto', 'bagus', 'sudah', 'disediakan', 'penginapan', 'juga', 'di', 'kawasan', 'pantai', 'banyak', 'tempat', 'untuk', 'membeli', 'makanan']	['pantai', 'bersih', 'spot', 'foto', 'bagus', 'disediakan', 'penginapan', 'kawasan', 'pantai', 'membeli', 'makanan']	['pantai', 'bersih', 'spot', 'foto', 'bagus', 'sedia', 'inap', 'kawasan', 'pantai', 'beli', 'makan']
117	117	Aini Candiii	4 tahun lalu	Negatif	pantai sembilan	"pantai nya bersih, bagus, nyaman sekali,..
tempat sampah nya kurang jadi bnyak wisatawan yang buang sampah di laut, tempat oleh²/ souvenir masi minim banget, jadi susah kalu mau cari oleh²/kenang²an dari pantai sembilan"	pantai nya bersih bagus nyaman sekalitempat sampah nya kurang jadi bnyak wisatawan yang buang sampah di laut tempat oleh souvenir masi minim banget jadi susah kalu mau cari olehkenangan dari pantai sembilan	['pantai', 'nya', 'bersih', 'bagus', 'nyaman', 'sekalitempat', 'sampah', 'nya', 'kurang', 'jadi', 'bnyak', 'wisatawan', 'yang', 'buang', 'sampah', 'di', 'laut', 'tempat', 'oleh', 'souvenir', 'masi', 'minim', 'banget', 'jadi', 'susah', 'kalu', 'mau', 'cari', 'olehkenangan', 'dari', 'pantai', 'sembilan']	['pantai', 'nya', 'bersih', 'bagus', 'nyaman', 'sekalitempat', 'sampah', 'nya', 'kurang', 'jadi', 'banyak', 'wisatawan', 'yang', 'buang', 'sampah', 'di', 'laut', 'tempat', 'oleh', 'souvenir', 'masih', 'minim', 'banget', 'jadi', 'susah', 'kalau', 'mau', 'cari', 'olehkenangan', 'dari', 'pantai', 'sembilan']	['pantai', 'bersih', 'bagus', 'nyaman', 'sekalitempat', 'sampah', 'wisatawan', 'buang', 'sampah', 'laut', 'souvenir', 'minim', 'banget', 'susah', 'cari', 'olehkenangan', 'pantai', 'sembilan']	['pantai', 'bersih', 'bagus', 'nyaman', 'sekalitempat', 'sampah', 'wisatawan', 'buang', 'sampah', 'laut', 'souvenir', 'minim', 'banget', 'susah', 'cari', 'olehkenangan', 'pantai', 'sembilan']
118	118	Isti Qomah	5 tahun lalu	Positif	pantai sembilan	Pantainya sangat indah terlebih saat sunset dan sunrise tapi lumayan panas jadi jangan lupa bawa sunscreen kalau tidak mau hitam	Pantainya sangat indah terlebih saat sunset dan sunrise tapi lumayan panas jadi jangan lupa bawa sunscreen kalau tidak mau hitam	['pantainya', 'sangat', 'indah', 'terlebih', 'saat', 'sunset', 'dan', 'sunrise', 'tapi', 'lumayan', 'panas', 'jadi', 'jangan', 'lupa', 'bawa', 'sunscreen', 'kalau', 'tidak', 'mau', 'hitam']	['pantainya', 'sangat', 'indah', 'terlebih', 'saat', 'sunset', 'dan', 'sunrise', 'tapi', 'lumayan', 'panas', 'jadi', 'jangan', 'lupa', 'bawa', 'sunscreen', 'kalau', 'tidak', 'mau', 'hitam']	['pantainya', 'indah', 'sunset', 'sunrise', 'lumayan', 'panas', 'lupa', 'bawa', 'sunscreen', 'hitam']	['pantai', 'indah', 'sunset', 'sunrise', 'lumayan', 'panas', 'lupa', 'bawa', 'sunscreen', 'hitam']
119	119	diar azmi arsyad zulkarnain	5 tahun lalu	Positif	pantai sembilan	Tempatnya indah banget. Memang top dan layak banget buat berlibur menghilangkan stres sma keluarga maupun sama pacar	Tempatnya indah banget Memang top dan layak banget buat berlibur menghilangkan stres sma keluarga maupun sama pacar	['tempatnya', 'indah', 'banget', 'memang', 'top', 'dan', 'layak', 'banget', 'buat', 'berlibur', 'menghilangkan', 'stres', 'sma', 'keluarga', 'maupun', 'sama', 'pacar']	['tempatnya', 'indah', 'banget', 'memang', 'top', 'dan', 'layak', 'banget', 'buat', 'berlibur', 'menghilangkan', 'stres', 'sama', 'keluarga', 'maupun', 'sama', 'pacar']	['tempatnya', 'indah', 'banget', 'top', 'layak', 'banget', 'berlibur', 'menghilangkan', 'stres', 'keluarga', 'pacar']	['tempat', 'indah', 'banget', 'top', 'layak', 'banget', 'libur', 'hilang', 'stres', 'keluarga', 'pacar']
120	120	Amanda Karunia	5 tahun lalu	Positif	pantai sembilan	"Butuh sekitar 5 jam perjalanan darat (malam hari) dari Surabaya (Terminal Bungurasih) menuju ke Sampang, Madura...
Setelah itu, naik perahu selama setengah jam untuk sampai di Pantai Sembilan... …"	Butuh sekitar  jam perjalanan darat malam hari dari Surabaya Terminal Bungurasih menuju ke Sampang MaduraSetelah itu naik perahu selama setengah jam untuk sampai di Pantai Sembilan	['butuh', 'sekitar', 'jam', 'perjalanan', 'darat', 'malam', 'hari', 'dari', 'surabaya', 'terminal', 'bungurasih', 'menuju', 'ke', 'sampang', 'madurasetelah', 'itu', 'naik', 'perahu', 'selama', 'setengah', 'jam', 'untuk', 'sampai', 'di', 'pantai', 'sembilan']	['butuh', 'sekitar', 'jam', 'perjalanan', 'darat', 'malam', 'hari', 'dari', 'surabaya', 'terminal', 'bungurasih', 'menuju', 'ke', 'sampang', 'madurasetelah', 'itu', 'naik', 'perahu', 'selama', 'setengah', 'jam', 'untuk', 'sampai', 'di', 'pantai', 'sembilan']	['butuh', 'jam', 'perjalanan', 'darat', 'malam', 'surabaya', 'terminal', 'bungurasih', 'sampang', 'madurasetelah', 'perahu', 'jam', 'pantai', 'sembilan']	['butuh', 'jam', 'jalan', 'darat', 'malam', 'surabaya', 'terminal', 'bungurasih', 'sampang', 'madurasetelah', 'perahu', 'jam', 'pantai', 'sembilan']
121	121	eka hayati	4 tahun lalu	Positif	pantai sembilan	Menuju pantai sembilan masih butuh waktu penyebrangan sekitar 20-30menit menggunakan perahu, tiket masuknya cukup terjangkau. Pantainya bersih dan terawat. Disediakan beberapa penginapan seperti loji. Namun meskipu  berada di kawasan …	Menuju pantai sembilan masih butuh waktu penyebrangan sekitar menit menggunakan perahu tiket masuknya cukup terjangkau Pantainya bersih dan terawat Disediakan beberapa penginapan seperti loji Namun meskipu berada di kawasan	['menuju', 'pantai', 'sembilan', 'masih', 'butuh', 'waktu', 'penyebrangan', 'sekitar', 'menit', 'menggunakan', 'perahu', 'tiket', 'masuknya', 'cukup', 'terjangkau', 'pantainya', 'bersih', 'dan', 'terawat', 'disediakan', 'beberapa', 'penginapan', 'seperti', 'loji', 'namun', 'meskipu', 'berada', 'di', 'kawasan']	['menuju', 'pantai', 'sembilan', 'masih', 'butuh', 'waktu', 'penyebrangan', 'sekitar', 'menit', 'menggunakan', 'perahu', 'tiket', 'masuknya', 'cukup', 'terjangkau', 'pantainya', 'bersih', 'dan', 'terawat', 'disediakan', 'beberapa', 'penginapan', 'seperti', 'loji', 'namun', 'meskipu', 'berada', 'di', 'kawasan']	['pantai', 'sembilan', 'butuh', 'penyebrangan', 'menit', 'perahu', 'tiket', 'masuknya', 'terjangkau', 'pantainya', 'bersih', 'terawat', 'disediakan', 'penginapan', 'loji', 'meskipu', 'kawasan']	['pantai', 'sembilan', 'butuh', 'penyebrangan', 'menit', 'perahu', 'tiket', 'masuk', 'jangkau', 'pantai', 'bersih', 'awat', 'sedia', 'inap', 'loji', 'meskipu', 'kawasan']
122	122	waskita adiguna	setahun lalu	Positif	pantai sembilan	Pantainya ok buat liburan, airnya aman buat berenang,	Pantainya ok buat liburan airnya aman buat berenang	['pantainya', 'ok', 'buat', 'liburan', 'airnya', 'aman', 'buat', 'berenang']	['pantainya', 'ok', 'buat', 'liburan', 'airnya', 'aman', 'buat', 'berenang']	['pantainya', 'ok', 'liburan', 'airnya', 'aman', 'berenang']	['pantai', 'ok', 'libur', 'air', 'aman', 'renang']
123	123	Yoga Jalasena	setahun lalu	Positif	pantai sembilan	Tempatnya bersih, pagi dan sore selalu ada mobil utk angkut sampah. Ombak nya sangat tenang. Harga terjangkau.	Tempatnya bersih pagi dan sore selalu ada mobil utk angkut sampah Ombak nya sangat tenang Harga terjangkau	['tempatnya', 'bersih', 'pagi', 'dan', 'sore', 'selalu', 'ada', 'mobil', 'utk', 'angkut', 'sampah', 'ombak', 'nya', 'sangat', 'tenang', 'harga', 'terjangkau']	['tempatnya', 'bersih', 'pagi', 'dan', 'sore', 'selalu', 'ada', 'mobil', 'untuk', 'angkut', 'sampah', 'ombak', 'nya', 'sangat', 'tenang', 'harga', 'terjangkau']	['tempatnya', 'bersih', 'pagi', 'sore', 'mobil', 'angkut', 'sampah', 'ombak', 'tenang', 'harga', 'terjangkau']	['tempat', 'bersih', 'pagi', 'sore', 'mobil', 'angkut', 'sampah', 'ombak', 'tenang', 'harga', 'jangkau']
124	124	Wahyu Robiansyah	5 tahun lalu	Positif	pantai sembilan	"Lingkungan pantai yang bersih. Tidak ada sampah yang berserakan.
Bagus untuk berfoto, ada banana boat & ATV"	Lingkungan pantai yang bersih Tidak ada sampah yang berserakanBagus untuk berfoto ada banana boat ATV	['lingkungan', 'pantai', 'yang', 'bersih', 'tidak', 'ada', 'sampah', 'yang', 'berserakanbagus', 'untuk', 'berfoto', 'ada', 'banana', 'boat', 'atv']	['lingkungan', 'pantai', 'yang', 'bersih', 'tidak', 'ada', 'sampah', 'yang', 'berserakanbagus', 'untuk', 'berfoto', 'ada', 'banana', 'boat', 'atv']	['lingkungan', 'pantai', 'bersih', 'sampah', 'berserakanbagus', 'berfoto', 'banana', 'boat', 'atv']	['lingkung', 'pantai', 'bersih', 'sampah', 'berserakanbagus', 'foto', 'banana', 'boat', 'atv']
125	125	Yulia Panca Sucahyono	2 tahun lalu	Positif	pantai sembilan	Pantainya apik masih bersih cocok utk poto2 instagramable, ada tempat menginapnya juga, pokok e siippppp???????? …	Pantainya apik masih bersih cocok utk poto instagramable ada tempat menginapnya juga pokok e siippppp	['pantainya', 'apik', 'masih', 'bersih', 'cocok', 'utk', 'poto', 'instagramable', 'ada', 'tempat', 'menginapnya', 'juga', 'pokok', 'e', 'siippppp']	['pantainya', 'apik', 'masih', 'bersih', 'cocok', 'untuk', 'poto', 'instagramable', 'ada', 'tempat', 'menginapnya', 'juga', 'pokok', 'e', 'siippppp']	['pantainya', 'apik', 'bersih', 'cocok', 'poto', 'instagramable', 'menginapnya', 'pokok', 'e', 'siippppp']	['pantai', 'apik', 'bersih', 'cocok', 'poto', 'instagramable', 'inap', 'pokok', 'e', 'siippppp']
126	126	Paramita Candra Devi	4 tahun lalu	Positif	pantai sembilan	Murmer semuanya?? mulai dr banana boat, makanan,minuman, penginapan. tapi sayangnya belum ada oleh² yang khas dari pantai sembilan. …	Murmer semuanya mulai dr banana boat makananminuman penginapan tapi sayangnya belum ada oleh yang khas dari pantai sembilan	['murmer', 'semuanya', 'mulai', 'dr', 'banana', 'boat', 'makananminuman', 'penginapan', 'tapi', 'sayangnya', 'belum', 'ada', 'oleh', 'yang', 'khas', 'dari', 'pantai', 'sembilan']	['murah meriah', 'semuanya', 'mulai', 'dari', 'banana', 'boat', 'makananminuman', 'penginapan', 'tapi', 'sayangnya', 'belum', 'ada', 'oleh', 'yang', 'khas', 'dari', 'pantai', 'sembilan']	['murah meriah', 'banana', 'boat', 'makananminuman', 'penginapan', 'sayangnya', 'khas', 'pantai', 'sembilan']	['murah riah', 'banana', 'boat', 'makananminuman', 'inap', 'sayang', 'khas', 'pantai', 'sembilan']
127	127	Alvseld Krpaul	3 tahun lalu	Positif	pantai sembilan	"Akomodasi kapal 10rb. Tiket masuk pantai 10rb, menginap 20rb. Sdh ada penyewaan kamar. Dengan rate harga antara 350 - 750rb/malam. Juga diperbolehkan mendirikan tenda sendiri.
Banyak toko/warung makanan."	Akomodasi kapal rb Tiket masuk pantai rb menginap rb Sdh ada penyewaan kamar Dengan rate harga antara  rbmalam Juga diperbolehkan mendirikan tenda sendiriBanyak tokowarung makanan	['akomodasi', 'kapal', 'rb', 'tiket', 'masuk', 'pantai', 'rb', 'menginap', 'rb', 'sdh', 'ada', 'penyewaan', 'kamar', 'dengan', 'rate', 'harga', 'antara', 'rbmalam', 'juga', 'diperbolehkan', 'mendirikan', 'tenda', 'sendiribanyak', 'tokowarung', 'makanan']	['akomodasi', 'kapal', 'ribu', 'tiket', 'masuk', 'pantai', 'ribu', 'menginap', 'ribu', 'sudah', 'ada', 'penyewaan', 'kamar', 'dengan', 'rate', 'harga', 'antara', 'rbmalam', 'juga', 'diperbolehkan', 'mendirikan', 'tenda', 'sendiribanyak', 'tokowarung', 'makanan']	['akomodasi', 'kapal', 'ribu', 'tiket', 'masuk', 'pantai', 'ribu', 'menginap', 'ribu', 'penyewaan', 'kamar', 'rate', 'harga', 'rbmalam', 'diperbolehkan', 'mendirikan', 'tenda', 'sendiribanyak', 'tokowarung', 'makanan']	['akomodasi', 'kapal', 'ribu', 'tiket', 'masuk', 'pantai', 'ribu', 'inap', 'ribu', 'sewa', 'kamar', 'rate', 'harga', 'rbmalam', 'boleh', 'diri', 'tenda', 'sendiribanyak', 'tokowarung', 'makan']
128	128	jamal JR 123	2 tahun lalu	Positif	pantai sembilan	Bagus banget pantai nya, naik perahu pp 20k, tiket masuk 10k	Bagus banget pantai nya naik perahu pp k tiket masuk k	['bagus', 'banget', 'pantai', 'nya', 'naik', 'perahu', 'pp', 'k', 'tiket', 'masuk', 'k']	['bagus', 'banget', 'pantai', 'nya', 'naik', 'perahu', 'pp', 'ke', 'tiket', 'masuk', 'ke']	['bagus', 'banget', 'pantai', 'perahu', 'pp', 'tiket', 'masuk']	['bagus', 'banget', 'pantai', 'perahu', 'pp', 'tiket', 'masuk']
129	129	Ikrar Mujahid	3 tahun lalu	Positif	pantai sembilan	"Salah satu Wisata Terbaik di Pulau Giligenting yaitu Pantai Sembilan.

Kejernihan lautan membuat kita bisa merefresh segala kepenatan."	Salah satu Wisata Terbaik di Pulau Giligenting yaitu Pantai SembilanKejernihan lautan membuat kita bisa merefresh segala kepenatan	['salah', 'satu', 'wisata', 'terbaik', 'di', 'pulau', 'giligenting', 'yaitu', 'pantai', 'sembilankejernihan', 'lautan', 'membuat', 'kita', 'bisa', 'merefresh', 'segala', 'kepenatan']	['salah', 'satu', 'wisata', 'terbaik', 'di', 'pulau', 'giligenting', 'yaitu', 'pantai', 'sembilankejernihan', 'lautan', 'membuat', 'kita', 'bisa', 'merefresh', 'segala', 'kepenatan']	['salah', 'wisata', 'terbaik', 'pulau', 'giligenting', 'pantai', 'sembilankejernihan', 'lautan', 'merefresh', 'kepenatan']	['salah', 'wisata', 'baik', 'pulau', 'giligenting', 'pantai', 'sembilankejernihan', 'laut', 'merefresh', 'penat']
130	130	Bang Oke	3 tahun lalu	Positif	pantai sembilan	tempatnya sangat rekomended buat wisata pokok e.....makanan juga murah enak sesuai harga...	tempatnya sangat rekomended buat wisata pokok emakanan juga murah enak sesuai harga	['tempatnya', 'sangat', 'rekomended', 'buat', 'wisata', 'pokok', 'emakanan', 'juga', 'murah', 'enak', 'sesuai', 'harga']	['tempatnya', 'sangat', 'rekomended', 'buat', 'wisata', 'pokok', 'emakanan', 'juga', 'murah', 'enak', 'sesuai', 'harga']	['tempatnya', 'rekomended', 'wisata', 'pokok', 'emakanan', 'murah', 'enak', 'sesuai', 'harga']	['tempat', 'rekomended', 'wisata', 'pokok', 'emakanan', 'murah', 'enak', 'sesuai', 'harga']
131	131	Rafan Mrknalpot	5 tahun lalu	Positif	pantai sembilan	Pantai sangat indan . Mudah d jangkau . Sangat bersih lengkap dengan tempat2 istirahat gazebo .dan resort ... masuk cma 10rb . Toilet bersih	Pantai sangat indan Mudah d jangkau Sangat bersih lengkap dengan tempat istirahat gazebo dan resort masuk cma rb Toilet bersih	['pantai', 'sangat', 'indan', 'mudah', 'd', 'jangkau', 'sangat', 'bersih', 'lengkap', 'dengan', 'tempat', 'istirahat', 'gazebo', 'dan', 'resort', 'masuk', 'cma', 'rb', 'toilet', 'bersih']	['pantai', 'sangat', 'indan', 'mudah', 'di', 'jangkau', 'sangat', 'bersih', 'lengkap', 'dengan', 'tempat', 'istirahat', 'gazebo', 'dan', 'resort', 'masuk', 'cuma', 'ribu', 'toilet', 'bersih']	['pantai', 'indan', 'mudah', 'jangkau', 'bersih', 'lengkap', 'istirahat', 'gazebo', 'resort', 'masuk', 'ribu', 'toilet', 'bersih']	['pantai', 'indan', 'mudah', 'jangkau', 'bersih', 'lengkap', 'istirahat', 'gazebo', 'resort', 'masuk', 'ribu', 'toilet', 'bersih']
132	132	Muhammad Irsyad	5 tahun lalu	Positif	pantai sembilan	Pantai Di Ujung Madura di sebuah pulau yang sangat indah dan bakalan Tidak rugi untuk kesana,sangat saya sarankan Untuk mengunjungi pulau Ini	Pantai Di Ujung Madura di sebuah pulau yang sangat indah dan bakalan Tidak rugi untuk kesanasangat saya sarankan Untuk mengunjungi pulau Ini	['pantai', 'di', 'ujung', 'madura', 'di', 'sebuah', 'pulau', 'yang', 'sangat', 'indah', 'dan', 'bakalan', 'tidak', 'rugi', 'untuk', 'kesanasangat', 'saya', 'sarankan', 'untuk', 'mengunjungi', 'pulau', 'ini']	['pantai', 'di', 'ujung', 'madura', 'di', 'sebuah', 'pulau', 'yang', 'sangat', 'indah', 'dan', 'bakalan', 'tidak', 'rugi', 'untuk', 'kesanasangat', 'saya', 'sarankan', 'untuk', 'mengunjungi', 'pulau', 'ini']	['pantai', 'ujung', 'madura', 'pulau', 'indah', 'rugi', 'kesanasangat', 'sarankan', 'mengunjungi', 'pulau']	['pantai', 'ujung', 'madura', 'pulau', 'indah', 'rugi', 'kesanasangat', 'saran', 'unjung', 'pulau']
133	133	Rindang Lestari	5 tahun lalu	Positif	pantai sembilan	Superrr bagus ini mah.. Beneran. Kalo kesini siap2 antangin yg banyak, karna perjalanan naik perahu lbh dr 2 jam bikin kena angin terus mutah2.. ?? Over all super oke tempatnya. Disini bisa naik donat boat & banana boat jg, 50rb/org & dijamin puas banget soalnya diputer2in lamaaaaaaa. ???? …	Superrr bagus ini mah Beneran Kalo kesini siap antangin yg banyak karna perjalanan naik perahu lbh dr  jam bikin kena angin terus mutah Over all super oke tempatnya Disini bisa naik donat boat banana boat jg rborg dijamin puas banget soalnya diputerin lamaaaaaaa	['superrr', 'bagus', 'ini', 'mah', 'beneran', 'kalo', 'kesini', 'siap', 'antangin', 'yg', 'banyak', 'karna', 'perjalanan', 'naik', 'perahu', 'lbh', 'dr', 'jam', 'bikin', 'kena', 'angin', 'terus', 'mutah', 'over', 'all', 'super', 'oke', 'tempatnya', 'disini', 'bisa', 'naik', 'donat', 'boat', 'banana', 'boat', 'jg', 'rborg', 'dijamin', 'puas', 'banget', 'soalnya', 'diputerin', 'lamaaaaaaa']	['superrr', 'bagus', 'ini', 'mah', 'benaran', 'kalo', 'kesini', 'siap', 'antangin', 'yang', 'banyak', 'karena', 'perjalanan', 'naik', 'perahu', 'lebih', 'dari', 'jam', 'bikin', 'kena', 'angin', 'terus', 'mutah', 'over', 'all', 'super', 'oke', 'tempatnya', 'disini', 'bisa', 'naik', 'donat', 'boat', 'banana', 'boat', 'juga', 'rborg', 'dijamin', 'puas', 'banget', 'soalnya', 'diputerin', 'lamaaaaaaa']	['superrr', 'bagus', 'mah', 'benaran', 'kesini', 'antangin', 'perjalanan', 'perahu', 'jam', 'kena', 'angin', 'mutah', 'over', 'all', 'super', 'oke', 'tempatnya', 'donat', 'boat', 'banana', 'boat', 'rborg', 'dijamin', 'puas', 'banget', 'diputerin', 'lamaaaaaaa']	['superrr', 'bagus', 'mah', 'benar', 'kesini', 'antangin', 'jalan', 'perahu', 'jam', 'kena', 'angin', 'mutah', 'over', 'all', 'super', 'oke', 'tempat', 'donat', 'boat', 'banana', 'boat', 'rborg', 'jamin', 'puas', 'banget', 'diputerin', 'lamaaaaaaa']
134	134	Risma Zahra	4 tahun lalu	Positif	pantai sembilan	Pantai luas, airnya bening, fasilitas memadai, cukup instagramable. Tapi agak tercemari oleh sampah 30 menit naik kapal	Pantai luas airnya bening fasilitas memadai cukup instagramable Tapi agak tercemari oleh sampah  menit naik kapal	['pantai', 'luas', 'airnya', 'bening', 'fasilitas', 'memadai', 'cukup', 'instagramable', 'tapi', 'agak', 'tercemari', 'oleh', 'sampah', 'menit', 'naik', 'kapal']	['pantai', 'luas', 'airnya', 'bening', 'fasilitas', 'memadai', 'cukup', 'instagramable', 'tapi', 'agak', 'tercemari', 'oleh', 'sampah', 'menit', 'naik', 'kapal']	['pantai', 'luas', 'airnya', 'bening', 'fasilitas', 'memadai', 'instagramable', 'tercemari', 'sampah', 'menit', 'kapal']	['pantai', 'luas', 'air', 'bening', 'fasilitas', 'pada', 'instagramable', 'cari', 'sampah', 'menit', 'kapal']
135	135	anggoro kheroxs	setahun lalu	Negatif	pantai sembilan	Bagus cma dipasir pantainya agak kotor	Bagus cma dipasir pantainya agak kotor	['bagus', 'cma', 'dipasir', 'pantainya', 'agak', 'kotor']	['bagus', 'cuma', 'dipasir', 'pantainya', 'agak', 'kotor']	['bagus', 'dipasir', 'pantainya', 'kotor']	['bagus', 'pasir', 'pantai', 'kotor']
136	136	bamsbhe	5 tahun lalu	Positif	pantai sembilan	Klo Naik pesawat, dari surabaya ke sumenep, trus naik kapal ke pulau Giliginting. Touring motor, motor bisa dinaikin ke kapal ?? …	Klo Naik pesawat dari surabaya ke sumenep trus naik kapal ke pulau Giliginting Touring motor motor bisa dinaikin ke kapal	['klo', 'naik', 'pesawat', 'dari', 'surabaya', 'ke', 'sumenep', 'trus', 'naik', 'kapal', 'ke', 'pulau', 'giliginting', 'touring', 'motor', 'motor', 'bisa', 'dinaikin', 'ke', 'kapal']	['kalo', 'naik', 'pesawat', 'dari', 'surabaya', 'ke', 'sumenep', 'terus', 'naik', 'kapal', 'ke', 'pulau', 'giliginting', 'touring', 'motor', 'motor', 'bisa', 'dinaikin', 'ke', 'kapal']	['pesawat', 'surabaya', 'sumenep', 'kapal', 'pulau', 'giliginting', 'touring', 'motor', 'motor', 'dinaikin', 'kapal']	['pesawat', 'surabaya', 'sumenep', 'kapal', 'pulau', 'giliginting', 'touring', 'motor', 'motor', 'dinaikin', 'kapal']
