	user	waktu	Sentimen	lokasi	komentar	clean	tokenize	slankword	stopword	stemming
198	M Rob	setahun lalu	Positif	Bukit Jaddhih	Ada 2 pos pembayaran yg paling depan pak Ogah, yg dekat warung itu yg resmi, setelah itu parkir harus bayar per orang 5000 bukan per mobil ??. Semoga bukit jaddih bisa dikelola dengan baik agar lebih bagus, terawat, dan terbebas dari pungli pak Ogah dan mak Ogah …	Ada  pos pembayaran yg paling depan pak Ogah yg dekat warung itu yg resmi setelah itu parkir harus bayar per orang  bukan per mobil Semoga bukit jaddih bisa dikelola dengan baik agar lebih bagus terawat dan terbebas dari pungli pak Ogah dan mak Ogah	['ada', 'pos', 'pembayaran', 'yg', 'paling', 'depan', 'pak', 'ogah', 'yg', 'dekat', 'warung', 'itu', 'yg', 'resmi', 'setelah', 'itu', 'parkir', 'harus', 'bayar', 'per', 'orang', 'bukan', 'per', 'mobil', 'semoga', 'bukit', 'jaddih', 'bisa', 'dikelola', 'dengan', 'baik', 'agar', 'lebih', 'bagus', 'terawat', 'dan', 'terbebas', 'dari', 'pungli', 'pak', 'ogah', 'dan', 'mak', 'ogah']	['ada', 'pos', 'pembayaran', 'yang', 'paling', 'depan', 'pak', 'ogah', 'yang', 'dekat', 'warung', 'itu', 'yang', 'resmi', 'setelah', 'itu', 'parkir', 'harus', 'bayar', 'per', 'orang', 'bukan', 'per', 'mobil', 'semoga', 'bukit', 'jaddih', 'bisa', 'dikelola', 'dengan', 'baik', 'agar', 'lebih', 'bagus', 'terawat', 'dan', 'terbebas', 'dari', 'pungli', 'pak', 'ogah', 'dan', 'mak', 'ogah']	['pos', 'pembayaran', 'ogah', 'warung', 'resmi', 'parkir', 'bayar', 'orang', 'mobil', 'semoga', 'bukit', 'jaddih', 'dikelola', 'bagus', 'terawat', 'terbebas', 'pungli', 'ogah', 'mak', 'ogah']	['pos', 'bayar', 'ogah', 'warung', 'resmi', 'parkir', 'bayar', 'orang', 'mobil', 'moga', 'bukit', 'jaddih', 'kelola', 'bagus', 'awat', 'bebas', 'pungli', 'ogah', 'mak', 'ogah']
199	Budi GilaKopi	4 tahun lalu	Positif	Bukit Jaddhih	"Berlokasi di Pulau Madura.
akses jalan terjal dan berdebu.
namun sebelum memasuki daerah objek wisata jalan sudah beraspal yang beberapa …"	Berlokasi di Pulau Maduraakses jalan terjal dan berdebunamun sebelum memasuki daerah objek wisata jalan sudah beraspal yang beberapa	['berlokasi', 'di', 'pulau', 'maduraakses', 'jalan', 'terjal', 'dan', 'berdebunamun', 'sebelum', 'memasuki', 'daerah', 'objek', 'wisata', 'jalan', 'sudah', 'beraspal', 'yang', 'beberapa']	['berlokasi', 'di', 'pulau', 'maduraakses', 'jalan', 'terjal', 'dan', 'berdebunamun', 'sebelum', 'memasuki', 'daerah', 'objek', 'wisata', 'jalan', 'sudah', 'beraspal', 'yang', 'beberapa']	['berlokasi', 'pulau', 'maduraakses', 'jalan', 'terjal', 'berdebunamun', 'memasuki', 'daerah', 'objek', 'wisata', 'jalan', 'beraspal']	['lokasi', 'pulau', 'maduraakses', 'jalan', 'terjal', 'berdebunamun', 'pasuk', 'daerah', 'objek', 'wisata', 'jalan', 'aspal']
200	Fanny Rumengan	setahun lalu	Positif	Bukit Jaddhih	Salah satu Wisata Bukit Kapur terbaik di Jawa Timur, sangat cocok untuk berfoto selfie bersama keluarga dan teman. Mantapp...?????? …	Salah satu Wisata Bukit Kapur terbaik di Jawa Timur sangat cocok untuk berfoto selfie bersama keluarga dan teman Mantapp	['salah', 'satu', 'wisata', 'bukit', 'kapur', 'terbaik', 'di', 'jawa', 'timur', 'sangat', 'cocok', 'untuk', 'berfoto', 'selfie', 'bersama', 'keluarga', 'dan', 'teman', 'mantapp']	['salah', 'satu', 'wisata', 'bukit', 'kapur', 'terbaik', 'di', 'jawa', 'timur', 'sangat', 'cocok', 'untuk', 'berfoto', 'selfie', 'bersama', 'keluarga', 'dan', 'teman', 'mantap']	['salah', 'wisata', 'bukit', 'kapur', 'terbaik', 'jawa', 'timur', 'cocok', 'berfoto', 'selfie', 'keluarga', 'teman', 'mantap']	['salah', 'wisata', 'bukit', 'kapur', 'baik', 'jawa', 'timur', 'cocok', 'foto', 'selfie', 'keluarga', 'teman', 'mantap']
201	Nevia Zunir	4 tahun lalu	Positif	Bukit Jaddhih	Pemandangan indah sekali. Tapi jalanan menuju lokasi masih kurang memadai. Tiket masuk mobil 10rb, tiket per orang 5rb.	Pemandangan indah sekali Tapi jalanan menuju lokasi masih kurang memadai Tiket masuk mobil rb tiket per orang rb	['pemandangan', 'indah', 'sekali', 'tapi', 'jalanan', 'menuju', 'lokasi', 'masih', 'kurang', 'memadai', 'tiket', 'masuk', 'mobil', 'rb', 'tiket', 'per', 'orang', 'rb']	['pemandangan', 'indah', 'sekali', 'tapi', 'jalanan', 'menuju', 'lokasi', 'masih', 'kurang', 'memadai', 'tiket', 'masuk', 'mobil', 'ribu', 'tiket', 'per', 'orang', 'ribu']	['pemandangan', 'indah', 'jalanan', 'lokasi', 'memadai', 'tiket', 'masuk', 'mobil', 'ribu', 'tiket', 'orang', 'ribu']	['pandang', 'indah', 'jalan', 'lokasi', 'pada', 'tiket', 'masuk', 'mobil', 'ribu', 'tiket', 'orang', 'ribu']
202	Teluk Panji Siregar	setahun lalu	Positif	Bukit Jaddhih	Tambang Kapur di daerah bangkalan, Suramadu yang masih aktif dan digunakan juga sebagai tempat wisata Goa dikarenakan penambang membentuk Pola Jalur Goa di dalam tambang. Cocok untuk Offroad juga lokasinya.	Tambang Kapur di daerah bangkalan Suramadu yang masih aktif dan digunakan juga sebagai tempat wisata Goa dikarenakan penambang membentuk Pola Jalur Goa di dalam tambang Cocok untuk Offroad juga lokasinya	['tambang', 'kapur', 'di', 'daerah', 'bangkalan', 'suramadu', 'yang', 'masih', 'aktif', 'dan', 'digunakan', 'juga', 'sebagai', 'tempat', 'wisata', 'goa', 'dikarenakan', 'penambang', 'membentuk', 'pola', 'jalur', 'goa', 'di', 'dalam', 'tambang', 'cocok', 'untuk', 'offroad', 'juga', 'lokasinya']	['tambang', 'kapur', 'di', 'daerah', 'bangkalan', 'suramadu', 'yang', 'masih', 'aktif', 'dan', 'digunakan', 'juga', 'sebagai', 'tempat', 'wisata', 'goa', 'dikarenakan', 'penambang', 'membentuk', 'pola', 'jalur', 'goa', 'di', 'dalam', 'tambang', 'cocok', 'untuk', 'offroad', 'juga', 'lokasinya']	['tambang', 'kapur', 'daerah', 'bangkalan', 'suramadu', 'aktif', 'wisata', 'goa', 'penambang', 'membentuk', 'pola', 'jalur', 'goa', 'tambang', 'cocok', 'offroad', 'lokasinya']	['tambang', 'kapur', 'daerah', 'bangkal', 'suramadu', 'aktif', 'wisata', 'goa', 'tambang', 'bentuk', 'pola', 'jalur', 'goa', 'tambang', 'cocok', 'offroad', 'lokasi']
203	Nisha Hany	2 tahun lalu	Positif	Bukit Jaddhih	Tempatnya sangat amazing...disarankan untuk datang pagi hari...di semua sudut adalah spot foto...akses jalan masuk offroad...banyak gua	Tempatnya sangat amazingdisarankan untuk datang pagi haridi semua sudut adalah spot fotoakses jalan masuk offroadbanyak gua	['tempatnya', 'sangat', 'amazingdisarankan', 'untuk', 'datang', 'pagi', 'haridi', 'semua', 'sudut', 'adalah', 'spot', 'fotoakses', 'jalan', 'masuk', 'offroadbanyak', 'gua']	['tempatnya', 'sangat', 'amazingdisarankan', 'untuk', 'datang', 'pagi', 'haridi', 'semua', 'sudut', 'adalah', 'spot', 'fotoakses', 'jalan', 'masuk', 'offroadbanyak', 'gua']	['tempatnya', 'amazingdisarankan', 'pagi', 'haridi', 'sudut', 'spot', 'fotoakses', 'jalan', 'masuk', 'offroadbanyak', 'gua']	['tempat', 'amazingdisarankan', 'pagi', 'haridi', 'sudut', 'spot', 'fotoakses', 'jalan', 'masuk', 'offroadbanyak', 'gua']
204	vivin widyaningsih	5 tahun lalu	Positif	Bukit Jaddhih	Cocok buat yang suka selfie. Sebenarnya tempat ini merupakan tambang kapur, yang sampai dengan saat ini masih beroperasi. Kalau mau kesini, pastikan membawa kacamata, payung/topi, dan bila perlu menggunakan masker karena lokasinya panas dan …	Cocok buat yang suka selfie Sebenarnya tempat ini merupakan tambang kapur yang sampai dengan saat ini masih beroperasi Kalau mau kesini pastikan membawa kacamata payungtopi dan bila perlu menggunakan masker karena lokasinya panas dan	['cocok', 'buat', 'yang', 'suka', 'selfie', 'sebenarnya', 'tempat', 'ini', 'merupakan', 'tambang', 'kapur', 'yang', 'sampai', 'dengan', 'saat', 'ini', 'masih', 'beroperasi', 'kalau', 'mau', 'kesini', 'pastikan', 'membawa', 'kacamata', 'payungtopi', 'dan', 'bila', 'perlu', 'menggunakan', 'masker', 'karena', 'lokasinya', 'panas', 'dan']	['cocok', 'buat', 'yang', 'suka', 'selfie', 'sebenarnya', 'tempat', 'ini', 'merupakan', 'tambang', 'kapur', 'yang', 'sampai', 'dengan', 'saat', 'ini', 'masih', 'beroperasi', 'kalau', 'mau', 'kesini', 'pastikan', 'membawa', 'kacamata', 'payungtopi', 'dan', 'bila', 'perlu', 'menggunakan', 'masker', 'karena', 'lokasinya', 'panas', 'dan']	['cocok', 'suka', 'selfie', 'tambang', 'kapur', 'beroperasi', 'kesini', 'pastikan', 'membawa', 'kacamata', 'payungtopi', 'masker', 'lokasinya', 'panas']	['cocok', 'suka', 'selfie', 'tambang', 'kapur', 'operasi', 'kesini', 'pasti', 'bawa', 'kacamata', 'payungtopi', 'masker', 'lokasi', 'panas']
205	Bobby Anto	setahun lalu	Positif	Bukit Jaddhih	"Bukan tempat wisata ideal. Hanya sisa foto aja yg cakep. Ga ada pengelolaan yg baik.
Hanya tukang karcis kl dilewatin pasti ngejar. …"	Bukan tempat wisata ideal Hanya sisa foto aja yg cakep Ga ada pengelolaan yg baikHanya tukang karcis kl dilewatin pasti ngejar	['bukan', 'tempat', 'wisata', 'ideal', 'hanya', 'sisa', 'foto', 'aja', 'yg', 'cakep', 'ga', 'ada', 'pengelolaan', 'yg', 'baikhanya', 'tukang', 'karcis', 'kl', 'dilewatin', 'pasti', 'ngejar']	['bukan', 'tempat', 'wisata', 'ideal', 'hanya', 'sisa', 'foto', 'saja', 'yang', 'cakep', 'enggak', 'ada', 'pengelolaan', 'yang', 'baikhanya', 'tukang', 'karcis', 'kalo', 'dilewatin', 'pasti', 'ngejar']	['wisata', 'ideal', 'sisa', 'foto', 'cakep', 'pengelolaan', 'baikhanya', 'tukang', 'karcis', 'dilewatin', 'ngejar']	['wisata', 'ideal', 'sisa', 'foto', 'cakep', 'kelola', 'baikhanya', 'tukang', 'karcis', 'dilewatin', 'ngejar']
206	Debby Septyana	4 tahun lalu	Positif	Bukit Jaddhih	Pemandangan bukit kapur yang bagus spot foto nya yang banyak di goa poteh, rekomendasi kesini waktu pagi hari atau sore, klo siang panas banget	Pemandangan bukit kapur yang bagus spot foto nya yang banyak di goa poteh rekomendasi kesini waktu pagi hari atau sore klo siang panas banget	['pemandangan', 'bukit', 'kapur', 'yang', 'bagus', 'spot', 'foto', 'nya', 'yang', 'banyak', 'di', 'goa', 'poteh', 'rekomendasi', 'kesini', 'waktu', 'pagi', 'hari', 'atau', 'sore', 'klo', 'siang', 'panas', 'banget']	['pemandangan', 'bukit', 'kapur', 'yang', 'bagus', 'spot', 'foto', 'nya', 'yang', 'banyak', 'di', 'goa', 'poteh', 'rekomendasi', 'kesini', 'waktu', 'pagi', 'hari', 'atau', 'sore', 'kalo', 'siang', 'panas', 'banget']	['pemandangan', 'bukit', 'kapur', 'bagus', 'spot', 'foto', 'goa', 'poteh', 'rekomendasi', 'kesini', 'pagi', 'sore', 'siang', 'panas', 'banget']	['pandang', 'bukit', 'kapur', 'bagus', 'spot', 'foto', 'goa', 'poteh', 'rekomendasi', 'kesini', 'pagi', 'sore', 'siang', 'panas', 'banget']
207	Tatak Puji Wahyudi	3 tahun lalu	Positif	Bukit Jaddhih	Bagus. Termasuk wisata khusus bukit kapur. Sangat disarankan kesana saat setelah musim hujan, karena danaunya akan ada airnya. Kalau musim kemarau danau akan kering. Ada goa goa kapur yang dibuat ornamen. Bagus untuk berfoto  ria. Kalau …	Bagus Termasuk wisata khusus bukit kapur Sangat disarankan kesana saat setelah musim hujan karena danaunya akan ada airnya Kalau musim kemarau danau akan kering Ada goa goa kapur yang dibuat ornamen Bagus untuk berfoto ria Kalau	['bagus', 'termasuk', 'wisata', 'khusus', 'bukit', 'kapur', 'sangat', 'disarankan', 'kesana', 'saat', 'setelah', 'musim', 'hujan', 'karena', 'danaunya', 'akan', 'ada', 'airnya', 'kalau', 'musim', 'kemarau', 'danau', 'akan', 'kering', 'ada', 'goa', 'goa', 'kapur', 'yang', 'dibuat', 'ornamen', 'bagus', 'untuk', 'berfoto', 'ria', 'kalau']	['bagus', 'termasuk', 'wisata', 'khusus', 'bukit', 'kapur', 'sangat', 'disarankan', 'kesana', 'saat', 'setelah', 'musim', 'hujan', 'karena', 'danaunya', 'akan', 'ada', 'airnya', 'kalau', 'musim', 'kemarau', 'danau', 'akan', 'kering', 'ada', 'goa', 'goa', 'kapur', 'yang', 'dibuat', 'ornamen', 'bagus', 'untuk', 'berfoto', 'ria', 'kalau']	['bagus', 'wisata', 'khusus', 'bukit', 'kapur', 'disarankan', 'kesana', 'musim', 'hujan', 'danaunya', 'airnya', 'musim', 'kemarau', 'danau', 'kering', 'goa', 'goa', 'kapur', 'ornamen', 'bagus', 'berfoto', 'ria']	['bagus', 'wisata', 'khusus', 'bukit', 'kapur', 'saran', 'kesana', 'musim', 'hujan', 'danau', 'air', 'musim', 'kemarau', 'danau', 'kering', 'goa', 'goa', 'kapur', 'ornamen', 'bagus', 'foto', 'ria']
208	Sita Kia	setahun lalu	Positif	Bukit Jaddhih	Masih alam banget. Banyak truk ambil batu kapur. Tempat nya luas.	Masih alam banget Banyak truk ambil batu kapur Tempat nya luas	['masih', 'alam', 'banget', 'banyak', 'truk', 'ambil', 'batu', 'kapur', 'tempat', 'nya', 'luas']	['masih', 'alam', 'banget', 'banyak', 'truk', 'ambil', 'batu', 'kapur', 'tempat', 'nya', 'luas']	['alam', 'banget', 'truk', 'ambil', 'batu', 'kapur', 'luas']	['alam', 'banget', 'truk', 'ambil', 'batu', 'kapur', 'luas']
209	moko fu	5 tahun lalu	Positif	Bukit Jaddhih	Tempat nya keren untuk foto tp panas banget. Jd usahakan bawa kaca mata. Oiya kalau kesana jngan pulang malam soalnya kabar dari orang sana itu rawan arah ke bukit jaddih nya.	Tempat nya keren untuk foto tp panas banget Jd usahakan bawa kaca mata Oiya kalau kesana jngan pulang malam soalnya kabar dari orang sana itu rawan arah ke bukit jaddih nya	['tempat', 'nya', 'keren', 'untuk', 'foto', 'tp', 'panas', 'banget', 'jd', 'usahakan', 'bawa', 'kaca', 'mata', 'oiya', 'kalau', 'kesana', 'jngan', 'pulang', 'malam', 'soalnya', 'kabar', 'dari', 'orang', 'sana', 'itu', 'rawan', 'arah', 'ke', 'bukit', 'jaddih', 'nya']	['tempat', 'nya', 'keren', 'untuk', 'foto', 'tapi', 'panas', 'banget', 'jadi', 'usahakan', 'bawa', 'kaca', 'mata', 'oiya', 'kalau', 'kesana', 'jangan', 'pulang', 'malam', 'soalnya', 'kabar', 'dari', 'orang', 'sana', 'itu', 'rawan', 'arah', 'ke', 'bukit', 'jaddih', 'nya']	['keren', 'foto', 'panas', 'banget', 'usahakan', 'bawa', 'kaca', 'mata', 'oiya', 'kesana', 'pulang', 'malam', 'kabar', 'orang', 'rawan', 'arah', 'bukit', 'jaddih']	['keren', 'foto', 'panas', 'banget', 'usaha', 'bawa', 'kaca', 'mata', 'oiya', 'kesana', 'pulang', 'malam', 'kabar', 'orang', 'rawan', 'arah', 'bukit', 'jaddih']
210	Zaky Dzulfikar	setahun lalu	Positif	Bukit Jaddhih	Lokasi bagus, tempat berteduhnya minim cuma di warung-warung. Masuk gaada karcisnya	Lokasi bagus tempat berteduhnya minim cuma di warungwarung Masuk gaada karcisnya	['lokasi', 'bagus', 'tempat', 'berteduhnya', 'minim', 'cuma', 'di', 'warungwarung', 'masuk', 'gaada', 'karcisnya']	['lokasi', 'bagus', 'tempat', 'berteduhnya', 'minim', 'cuma', 'di', 'warungwarung', 'masuk', 'enggak ada', 'karcisnya']	['lokasi', 'bagus', 'berteduhnya', 'minim', 'warungwarung', 'masuk', 'enggak ada', 'karcisnya']	['lokasi', 'bagus', 'teduh', 'minim', 'warungwarung', 'masuk', 'enggak ada', 'karcis']
211	Rudy Cool	4 tahun lalu	Positif	Bukit Jaddhih	Tempat penghilang penat dari kesibukan dikantor yg bersahabat dgn dompet, hanya akses dr jalan raya yg perkampungan msh sempit. All around very nice.	Tempat penghilang penat dari kesibukan dikantor yg bersahabat dgn dompet hanya akses dr jalan raya yg perkampungan msh sempit All around very nice	['tempat', 'penghilang', 'penat', 'dari', 'kesibukan', 'dikantor', 'yg', 'bersahabat', 'dgn', 'dompet', 'hanya', 'akses', 'dr', 'jalan', 'raya', 'yg', 'perkampungan', 'msh', 'sempit', 'all', 'around', 'very', 'nice']	['tempat', 'penghilang', 'penat', 'dari', 'kesibukan', 'dikantor', 'yang', 'bersahabat', 'dengan', 'dompet', 'hanya', 'akses', 'dari', 'jalan', 'raya', 'yang', 'perkampungan', 'masih', 'sempit', 'all', 'around', 'very', 'nice']	['penghilang', 'penat', 'kesibukan', 'dikantor', 'bersahabat', 'dompet', 'akses', 'jalan', 'raya', 'perkampungan', 'sempit', 'all', 'around', 'very', 'nice']	['hilang', 'penat', 'sibuk', 'kantor', 'sahabat', 'dompet', 'akses', 'jalan', 'raya', 'kampung', 'sempit', 'all', 'around', 'very', 'nice']
212	Gus Taf	5 tahun lalu	Positif	Bukit Jaddhih	Perbukitan kapur yg gersang dg petunjuk arah dan fasilitas sangat minim. Sejumlah warung tenda dg menu seadanya, sekedar kopi & mie instan, mungkin sedang dlm pengembangan. Masih banyak alat2 berat hilirmudik, juga perlu berhati2. Tiket …	Perbukitan kapur yg gersang dg petunjuk arah dan fasilitas sangat minim Sejumlah warung tenda dg menu seadanya sekedar kopi mie instan mungkin sedang dlm pengembangan Masih banyak alat berat hilirmudik juga perlu berhati Tiket	['perbukitan', 'kapur', 'yg', 'gersang', 'dg', 'petunjuk', 'arah', 'dan', 'fasilitas', 'sangat', 'minim', 'sejumlah', 'warung', 'tenda', 'dg', 'menu', 'seadanya', 'sekedar', 'kopi', 'mie', 'instan', 'mungkin', 'sedang', 'dlm', 'pengembangan', 'masih', 'banyak', 'alat', 'berat', 'hilirmudik', 'juga', 'perlu', 'berhati', 'tiket']	['perbukitan', 'kapur', 'yang', 'gersang', 'dengan', 'petunjuk', 'arah', 'dan', 'fasilitas', 'sangat', 'minim', 'sejumlah', 'warung', 'tenda', 'dengan', 'menu', 'seadanya', 'sekedar', 'kopi', 'mie', 'instan', 'mungkin', 'sedang', 'dalam', 'pengembangan', 'masih', 'banyak', 'alat', 'berat', 'hilirmudik', 'juga', 'perlu', 'berhati', 'tiket']	['perbukitan', 'kapur', 'gersang', 'petunjuk', 'arah', 'fasilitas', 'minim', 'warung', 'tenda', 'menu', 'seadanya', 'sekedar', 'kopi', 'mie', 'instan', 'pengembangan', 'alat', 'berat', 'hilirmudik', 'berhati', 'tiket']	['bukit', 'kapur', 'gersang', 'tunjuk', 'arah', 'fasilitas', 'minim', 'warung', 'tenda', 'menu', 'ada', 'dar', 'kopi', 'mie', 'instan', 'kembang', 'alat', 'berat', 'hilirmudik', 'hati', 'tiket']
213	Wisnu Triaji	5 tahun lalu	Negatif	Bukit Jaddhih	Ini salah satu tempat penambangan batu kapur namun cukup instagramable di Madura. Hanya amat disayangkan krn tempat ini belum dikelola dengan baik sehingga benar2 dari jalan masuk, pengelolaan, parkir hingga tiket masuk masih berantakan. …	Ini salah satu tempat penambangan batu kapur namun cukup instagramable di Madura Hanya amat disayangkan krn tempat ini belum dikelola dengan baik sehingga benar dari jalan masuk pengelolaan parkir hingga tiket masuk masih berantakan	['ini', 'salah', 'satu', 'tempat', 'penambangan', 'batu', 'kapur', 'namun', 'cukup', 'instagramable', 'di', 'madura', 'hanya', 'amat', 'disayangkan', 'krn', 'tempat', 'ini', 'belum', 'dikelola', 'dengan', 'baik', 'sehingga', 'benar', 'dari', 'jalan', 'masuk', 'pengelolaan', 'parkir', 'hingga', 'tiket', 'masuk', 'masih', 'berantakan']	['ini', 'salah', 'satu', 'tempat', 'penambangan', 'batu', 'kapur', 'namun', 'cukup', 'instagramable', 'di', 'madura', 'hanya', 'amat', 'disayangkan', 'karena', 'tempat', 'ini', 'belum', 'dikelola', 'dengan', 'baik', 'sehingga', 'benar', 'dari', 'jalan', 'masuk', 'pengelolaan', 'parkir', 'hingga', 'tiket', 'masuk', 'masih', 'berantakan']	['salah', 'penambangan', 'batu', 'kapur', 'instagramable', 'madura', 'disayangkan', 'dikelola', 'jalan', 'masuk', 'pengelolaan', 'parkir', 'tiket', 'masuk', 'berantakan']	['salah', 'tambang', 'batu', 'kapur', 'instagramable', 'madura', 'sayang', 'kelola', 'jalan', 'masuk', 'kelola', 'parkir', 'tiket', 'masuk', 'beranta']
214	Sungging Nanda P	5 tahun lalu	Positif	Bukit Jaddhih	Tempat nya bagus, cuma masih kurang bersih tempatnya, masih kurang tempat sampah, disarankan tidak datang ke tempat ini sampai malam Hari karena alasan keamanan...	Tempat nya bagus cuma masih kurang bersih tempatnya masih kurang tempat sampah disarankan tidak datang ke tempat ini sampai malam Hari karena alasan keamanan	['tempat', 'nya', 'bagus', 'cuma', 'masih', 'kurang', 'bersih', 'tempatnya', 'masih', 'kurang', 'tempat', 'sampah', 'disarankan', 'tidak', 'datang', 'ke', 'tempat', 'ini', 'sampai', 'malam', 'hari', 'karena', 'alasan', 'keamanan']	['tempat', 'nya', 'bagus', 'cuma', 'masih', 'kurang', 'bersih', 'tempatnya', 'masih', 'kurang', 'tempat', 'sampah', 'disarankan', 'tidak', 'datang', 'ke', 'tempat', 'ini', 'sampai', 'malam', 'hari', 'karena', 'alasan', 'keamanan']	['bagus', 'bersih', 'tempatnya', 'sampah', 'disarankan', 'malam', 'alasan', 'keamanan']	['bagus', 'bersih', 'tempat', 'sampah', 'saran', 'malam', 'alas', 'aman']
215	A Mughnii (tukang ulin)	3 tahun lalu	Positif	Bukit Jaddhih	"banyak view foto keren di wilayah sini..
cocok bagi kalian yg lg hunting tempat buat prewedding outdoor."	banyak view foto keren di wilayah sinicocok bagi kalian yg lg hunting tempat buat prewedding outdoor	['banyak', 'view', 'foto', 'keren', 'di', 'wilayah', 'sinicocok', 'bagi', 'kalian', 'yg', 'lg', 'hunting', 'tempat', 'buat', 'prewedding', 'outdoor']	['banyak', 'view', 'foto', 'keren', 'di', 'wilayah', 'sinicocok', 'bagi', 'kalian', 'yang', 'lagi', 'hunting', 'tempat', 'buat', 'prewedding', 'outdoor']	['view', 'foto', 'keren', 'wilayah', 'sinicocok', 'hunting', 'prewedding', 'outdoor']	['view', 'foto', 'keren', 'wilayah', 'sinicocok', 'hunting', 'prewedding', 'outdoor']
216	Dwi Yulistyowati	5 tahun lalu	neh	Bukit Jaddhih	Banyak pungutan. Di pintu masuk pertama dimunta biaga parkir 5rb rupiah. Bbrp meter kemudian dimintain lagi yang 20rb. Pas buka pintu mobil diminta lagi uang 12rb....gak jelas banget deh....	Banyak pungutan Di pintu masuk pertama dimunta biaga parkir rb rupiah Bbrp meter kemudian dimintain lagi yang rb Pas buka pintu mobil diminta lagi uang rbgak jelas banget deh	['banyak', 'pungutan', 'di', 'pintu', 'masuk', 'pertama', 'dimunta', 'biaga', 'parkir', 'rb', 'rupiah', 'bbrp', 'meter', 'kemudian', 'dimintain', 'lagi', 'yang', 'rb', 'pas', 'buka', 'pintu', 'mobil', 'diminta', 'lagi', 'uang', 'rbgak', 'jelas', 'banget', 'deh']	['banyak', 'pungutan', 'di', 'pintu', 'masuk', 'pertama', 'dimunta', 'biaga', 'parkir', 'ribu', 'rupiah', 'beberapa', 'meter', 'kemudian', 'dimintain', 'lagi', 'yang', 'ribu', 'pas', 'buka', 'pintu', 'mobil', 'diminta', 'lagi', 'uang', 'rbgak', 'jelas', 'banget', 'deh']	['pungutan', 'pintu', 'masuk', 'dimunta', 'biaga', 'parkir', 'ribu', 'rupiah', 'meter', 'dimintain', 'ribu', 'pas', 'buka', 'pintu', 'mobil', 'uang', 'rbgak', 'banget', 'deh']	['pungut', 'pintu', 'masuk', 'dimunta', 'biaga', 'parkir', 'ribu', 'rupiah', 'meter', 'dimintain', 'ribu', 'pas', 'buka', 'pintu', 'mobil', 'uang', 'rbgak', 'banget', 'deh']
217	Fauziah Humaira	4 tahun lalu	Positif	Bukit Jaddhih	Perjalanan tak terencana. Alhamdulillah punya teman orang-orang baik. Di jemput dari Malang, main keliling Surabaya dan melewati jembatan suramadu. Menyebrang selat madura, pengalaman pertama. Pertama kali menginjak kaki di pulau madura.	Perjalanan tak terencana Alhamdulillah punya teman orangorang baik Di jemput dari Malang main keliling Surabaya dan melewati jembatan suramadu Menyebrang selat madura pengalaman pertama Pertama kali menginjak kaki di pulau madura	['perjalanan', 'tak', 'terencana', 'alhamdulillah', 'punya', 'teman', 'orangorang', 'baik', 'di', 'jemput', 'dari', 'malang', 'main', 'keliling', 'surabaya', 'dan', 'melewati', 'jembatan', 'suramadu', 'menyebrang', 'selat', 'madura', 'pengalaman', 'pertama', 'pertama', 'kali', 'menginjak', 'kaki', 'di', 'pulau', 'madura']	['perjalanan', 'tak', 'terencana', 'alhamdulillah', 'punya', 'teman', 'orangorang', 'baik', 'di', 'jemput', 'dari', 'malang', 'main', 'keliling', 'surabaya', 'dan', 'melewati', 'jembatan', 'suramadu', 'menyebrang', 'selat', 'madura', 'pengalaman', 'pertama', 'pertama', 'kali', 'menginjak', 'kaki', 'di', 'pulau', 'madura']	['perjalanan', 'terencana', 'alhamdulillah', 'teman', 'orangorang', 'jemput', 'malang', 'main', 'keliling', 'surabaya', 'melewati', 'jembatan', 'suramadu', 'menyebrang', 'selat', 'madura', 'pengalaman', 'kali', 'menginjak', 'kaki', 'pulau', 'madura']	['jalan', 'rencana', 'alhamdulillah', 'teman', 'orangorang', 'jemput', 'malang', 'main', 'keliling', 'surabaya', 'lewat', 'jembatan', 'suramadu', 'menyebrang', 'selat', 'madura', 'alam', 'kali', 'injak', 'kaki', 'pulau', 'madura']
